JAHR;GKZ;HOEST_AUSBILDUNG;ANZAHL
2011;10101;Hochschule und Akademie;1
2011;10101;Lehrabschluss;2
2011;10101;Mittlere und höhere Schule;4
2011;10101;Pflichtschule;1
2011;10201;Lehrabschluss;1
2011;10301;Lehrabschluss;1
2011;10303;Mittlere und höhere Schule;1
2011;10304;Mittlere und höhere Schule;1
2011;10305;Lehrabschluss;1
2011;10306;Lehrabschluss;1
2011;10310;Mittlere und höhere Schule;1
2011;10312;Lehrabschluss;1
2011;10313;Mittlere und höhere Schule;2
2011;10317;Lehrabschluss;1
2011;10318;Mittlere und höhere Schule;2
2011;10320;Lehrabschluss;1
2011;10322;Lehrabschluss;2
2011;10323;Mittlere und höhere Schule;1
2011;10401;Hochschule und Akademie;1
2011;10401;Lehrabschluss;2
2011;10402;Lehrabschluss;3
2011;10402;Mittlere und höhere Schule;2
2011;10402;Pflichtschule;2
2011;10403;Lehrabschluss;1
2011;10403;Mittlere und höhere Schule;1
2011;10403;Pflichtschule;1
2011;10404;Lehrabschluss;2
2011;10405;Hochschule und Akademie;2
2011;10405;Lehrabschluss;4
2011;10405;Mittlere und höhere Schule;3
2011;10405;Pflichtschule;1
2011;10409;Lehrabschluss;1
2011;10409;Mittlere und höhere Schule;1
2011;10410;Mittlere und höhere Schule;2
2011;10411;Lehrabschluss;1
2011;10411;Mittlere und höhere Schule;2
2011;10411;Pflichtschule;2
2011;10412;Lehrabschluss;1
2011;10412;Pflichtschule;1
2011;10414;Hochschule und Akademie;1
2011;10414;Lehrabschluss;2
2011;10414;Mittlere und höhere Schule;3
2011;10417;Lehrabschluss;2
2011;10420;Lehrabschluss;1
2011;10421;Hochschule und Akademie;1
2011;10424;Lehrabschluss;1
2011;10428;Pflichtschule;1
2011;10501;Lehrabschluss;3
2011;10501;Mittlere und höhere Schule;1
2011;10502;Pflichtschule;1
2011;10503;Lehrabschluss;1
2011;10504;Hochschule und Akademie;3
2011;10504;Lehrabschluss;3
2011;10504;Pflichtschule;1
2011;10505;Mittlere und höhere Schule;1
2011;10506;Lehrabschluss;2
2011;10506;Mittlere und höhere Schule;1
2011;10506;Pflichtschule;1
2011;10507;Lehrabschluss;2
2011;10507;Mittlere und höhere Schule;1
2011;10507;Pflichtschule;1
2011;10508;Lehrabschluss;1
2011;10508;Mittlere und höhere Schule;2
2011;10509;Lehrabschluss;1
2011;10601;Hochschule und Akademie;1
2011;10601;Lehrabschluss;1
2011;10602;Hochschule und Akademie;1
2011;10602;Lehrabschluss;1
2011;10605;Hochschule und Akademie;1
2011;10605;Lehrabschluss;1
2011;10606;Hochschule und Akademie;1
2011;10606;Lehrabschluss;1
2011;10606;Mittlere und höhere Schule;5
2011;10606;Pflichtschule;1
2011;10607;Lehrabschluss;2
2011;10607;Pflichtschule;1
2011;10608;Hochschule und Akademie;1
2011;10608;Lehrabschluss;1
2011;10609;Hochschule und Akademie;1
2011;10609;Lehrabschluss;2
2011;10609;Mittlere und höhere Schule;1
2011;10609;Pflichtschule;1
2011;10610;Lehrabschluss;1
2011;10610;Mittlere und höhere Schule;1
2011;10611;Mittlere und höhere Schule;3
2011;10612;Lehrabschluss;1
2011;10612;Pflichtschule;1
2011;10615;Lehrabschluss;4
2011;10615;Mittlere und höhere Schule;1
2011;10701;Lehrabschluss;1
2011;10703;Mittlere und höhere Schule;1
2011;10704;Mittlere und höhere Schule;1
2011;10713;Lehrabschluss;1
2011;10713;Pflichtschule;2
2011;10714;Lehrabschluss;2
2011;10714;Mittlere und höhere Schule;1
2011;10714;Pflichtschule;1
2011;10716;Hochschule und Akademie;1
2011;10716;Pflichtschule;1
2011;10717;Hochschule und Akademie;1
2011;10717;Lehrabschluss;1
2011;10717;Mittlere und höhere Schule;3
2011;10717;Pflichtschule;1
2011;10718;Mittlere und höhere Schule;1
2011;10719;Mittlere und höhere Schule;1
2011;10720;Pflichtschule;1
2011;10722;Hochschule und Akademie;1
2011;10724;Lehrabschluss;1
2011;10724;Mittlere und höhere Schule;1
2011;10726;Mittlere und höhere Schule;1
2011;10801;Lehrabschluss;3
2011;10802;Lehrabschluss;1
2011;10802;Mittlere und höhere Schule;1
2011;10803;Mittlere und höhere Schule;1
2011;10804;Lehrabschluss;1
2011;10805;Mittlere und höhere Schule;1
2011;10807;Hochschule und Akademie;1
2011;10807;Mittlere und höhere Schule;1
2011;10809;Mittlere und höhere Schule;1
2011;10811;Lehrabschluss;4
2011;10811;Mittlere und höhere Schule;1
2011;10813;Lehrabschluss;3
2011;10813;Mittlere und höhere Schule;1
2011;10815;Lehrabschluss;2
2011;10815;Mittlere und höhere Schule;1
2011;10816;Hochschule und Akademie;2
2011;10816;Lehrabschluss;3
2011;10816;Mittlere und höhere Schule;1
2011;10817;Mittlere und höhere Schule;1
2011;10821;Hochschule und Akademie;1
2011;10822;Hochschule und Akademie;1
2011;10823;Lehrabschluss;1
2011;10826;Lehrabschluss;1
2011;10828;Mittlere und höhere Schule;1
2011;10828;Pflichtschule;1
2011;10901;Hochschule und Akademie;2
2011;10901;Lehrabschluss;1
2011;10902;Mittlere und höhere Schule;1
2011;10903;Lehrabschluss;1
2011;10903;Mittlere und höhere Schule;1
2011;10904;Hochschule und Akademie;1
2011;10904;Lehrabschluss;3
2011;10904;Mittlere und höhere Schule;1
2011;10905;Hochschule und Akademie;1
2011;10905;Lehrabschluss;2
2011;10905;Mittlere und höhere Schule;1
2011;10905;Pflichtschule;1
2011;10906;Mittlere und höhere Schule;1
2011;10907;Lehrabschluss;2
2011;10907;Pflichtschule;3
2011;10908;Hochschule und Akademie;1
2011;10911;Mittlere und höhere Schule;1
2011;10912;Lehrabschluss;1
2011;10914;Hochschule und Akademie;1
2011;10915;Lehrabschluss;1
2011;10915;Mittlere und höhere Schule;1
2011;10915;Pflichtschule;1
2011;10916;Hochschule und Akademie;1
2011;10916;Mittlere und höhere Schule;1
2011;10917;Hochschule und Akademie;1
2011;10917;Lehrabschluss;5
2011;10917;Mittlere und höhere Schule;3
2011;10917;Pflichtschule;1
2011;10918;Lehrabschluss;3
2011;10918;Mittlere und höhere Schule;5
2011;10918;Pflichtschule;2
2011;10919;Lehrabschluss;1
2011;10920;Mittlere und höhere Schule;1
2011;10921;Lehrabschluss;1
2011;10922;Lehrabschluss;1
2011;10922;Pflichtschule;1
2011;10924;Lehrabschluss;1
2011;10925;Lehrabschluss;1
2011;10925;Mittlere und höhere Schule;1
2011;10926;Lehrabschluss;1
2011;10927;Lehrabschluss;1
2011;10928;Mittlere und höhere Schule;1
2011;10929;Lehrabschluss;2
2011;10930;Mittlere und höhere Schule;1
2011;10931;Hochschule und Akademie;1
2011;10931;Lehrabschluss;1
2011;10932;Mittlere und höhere Schule;1
2011;20101;Hochschule und Akademie;11647
2011;20101;Lehrabschluss;18456
2011;20101;Mittlere und höhere Schule;19700
2011;20101;Pflichtschule;9283
2011;20201;Hochschule und Akademie;5335
2011;20201;Lehrabschluss;14025
2011;20201;Mittlere und höhere Schule;11321
2011;20201;Pflichtschule;5959
2011;20302;Hochschule und Akademie;60
2011;20302;Lehrabschluss;350
2011;20302;Mittlere und höhere Schule;261
2011;20302;Pflichtschule;76
2011;20305;Hochschule und Akademie;512
2011;20305;Lehrabschluss;1740
2011;20305;Mittlere und höhere Schule;1425
2011;20305;Pflichtschule;447
2011;20306;Hochschule und Akademie;115
2011;20306;Lehrabschluss;728
2011;20306;Mittlere und höhere Schule;547
2011;20306;Pflichtschule;171
2011;20307;Hochschule und Akademie;182
2011;20307;Lehrabschluss;820
2011;20307;Mittlere und höhere Schule;743
2011;20307;Pflichtschule;236
2011;20316;Hochschule und Akademie;80
2011;20316;Lehrabschluss;475
2011;20316;Mittlere und höhere Schule;275
2011;20316;Pflichtschule;80
2011;20320;Hochschule und Akademie;65
2011;20320;Lehrabschluss;324
2011;20320;Mittlere und höhere Schule;260
2011;20320;Pflichtschule;93
2011;20321;Hochschule und Akademie;89
2011;20321;Lehrabschluss;358
2011;20321;Mittlere und höhere Schule;257
2011;20321;Pflichtschule;98
2011;20402;Hochschule und Akademie;478
2011;20402;Lehrabschluss;2136
2011;20402;Mittlere und höhere Schule;1496
2011;20402;Pflichtschule;682
2011;20403;Hochschule und Akademie;165
2011;20403;Lehrabschluss;624
2011;20403;Mittlere und höhere Schule;512
2011;20403;Pflichtschule;199
2011;20405;Hochschule und Akademie;485
2011;20405;Lehrabschluss;1679
2011;20405;Mittlere und höhere Schule;1486
2011;20405;Pflichtschule;686
2011;20409;Hochschule und Akademie;217
2011;20409;Lehrabschluss;816
2011;20409;Mittlere und höhere Schule;543
2011;20409;Pflichtschule;215
2011;20412;Hochschule und Akademie;260
2011;20412;Lehrabschluss;595
2011;20412;Mittlere und höhere Schule;475
2011;20412;Pflichtschule;163
2011;20414;Hochschule und Akademie;214
2011;20414;Lehrabschluss;702
2011;20414;Mittlere und höhere Schule;624
2011;20414;Pflichtschule;181
2011;20415;Hochschule und Akademie;605
2011;20415;Lehrabschluss;455
2011;20415;Mittlere und höhere Schule;762
2011;20415;Pflichtschule;188
2011;20416;Hochschule und Akademie;113
2011;20416;Lehrabschluss;495
2011;20416;Mittlere und höhere Schule;389
2011;20416;Pflichtschule;124
2011;20417;Hochschule und Akademie;244
2011;20417;Lehrabschluss;490
2011;20417;Mittlere und höhere Schule;562
2011;20417;Pflichtschule;146
2011;20418;Hochschule und Akademie;425
2011;20418;Lehrabschluss;792
2011;20418;Mittlere und höhere Schule;940
2011;20418;Pflichtschule;215
2011;20419;Hochschule und Akademie;221
2011;20419;Lehrabschluss;268
2011;20419;Mittlere und höhere Schule;320
2011;20419;Pflichtschule;87
2011;20421;Hochschule und Akademie;308
2011;20421;Lehrabschluss;1120
2011;20421;Mittlere und höhere Schule;888
2011;20421;Pflichtschule;270
2011;20424;Hochschule und Akademie;337
2011;20424;Lehrabschluss;497
2011;20424;Mittlere und höhere Schule;565
2011;20424;Pflichtschule;194
2011;20425;Hochschule und Akademie;145
2011;20425;Lehrabschluss;880
2011;20425;Mittlere und höhere Schule;691
2011;20425;Pflichtschule;228
2011;20428;Hochschule und Akademie;60
2011;20428;Lehrabschluss;288
2011;20428;Mittlere und höhere Schule;235
2011;20428;Pflichtschule;77
2011;20432;Hochschule und Akademie;204
2011;20432;Lehrabschluss;768
2011;20432;Mittlere und höhere Schule;468
2011;20432;Pflichtschule;201
2011;20435;Hochschule und Akademie;128
2011;20435;Lehrabschluss;667
2011;20435;Mittlere und höhere Schule;370
2011;20435;Pflichtschule;217
2011;20441;Hochschule und Akademie;43
2011;20441;Lehrabschluss;134
2011;20441;Mittlere und höhere Schule;135
2011;20441;Pflichtschule;54
2011;20442;Hochschule und Akademie;215
2011;20442;Lehrabschluss;856
2011;20442;Mittlere und höhere Schule;720
2011;20442;Pflichtschule;204
2011;20501;Hochschule und Akademie;249
2011;20501;Lehrabschluss;1335
2011;20501;Mittlere und höhere Schule;781
2011;20501;Pflichtschule;533
2011;20502;Hochschule und Akademie;126
2011;20502;Lehrabschluss;840
2011;20502;Mittlere und höhere Schule;537
2011;20502;Pflichtschule;247
2011;20503;Hochschule und Akademie;29
2011;20503;Lehrabschluss;265
2011;20503;Mittlere und höhere Schule;141
2011;20503;Pflichtschule;137
2011;20504;Hochschule und Akademie;57
2011;20504;Lehrabschluss;373
2011;20504;Mittlere und höhere Schule;289
2011;20504;Pflichtschule;128
2011;20505;Hochschule und Akademie;282
2011;20505;Lehrabschluss;1340
2011;20505;Mittlere und höhere Schule;973
2011;20505;Pflichtschule;428
2011;20506;Hochschule und Akademie;27
2011;20506;Lehrabschluss;257
2011;20506;Mittlere und höhere Schule;161
2011;20506;Pflichtschule;78
2011;20508;Hochschule und Akademie;52
2011;20508;Lehrabschluss;355
2011;20508;Mittlere und höhere Schule;239
2011;20508;Pflichtschule;118
2011;20509;Hochschule und Akademie;93
2011;20509;Lehrabschluss;371
2011;20509;Mittlere und höhere Schule;324
2011;20509;Pflichtschule;119
2011;20511;Hochschule und Akademie;40
2011;20511;Lehrabschluss;452
2011;20511;Mittlere und höhere Schule;222
2011;20511;Pflichtschule;131
2011;20512;Hochschule und Akademie;111
2011;20512;Lehrabschluss;544
2011;20512;Mittlere und höhere Schule;408
2011;20512;Pflichtschule;129
2011;20513;Hochschule und Akademie;71
2011;20513;Lehrabschluss;551
2011;20513;Mittlere und höhere Schule;315
2011;20513;Pflichtschule;187
2011;20515;Hochschule und Akademie;202
2011;20515;Lehrabschluss;884
2011;20515;Mittlere und höhere Schule;662
2011;20515;Pflichtschule;259
2011;20518;Hochschule und Akademie;79
2011;20518;Lehrabschluss;542
2011;20518;Mittlere und höhere Schule;418
2011;20518;Pflichtschule;181
2011;20519;Hochschule und Akademie;41
2011;20519;Lehrabschluss;293
2011;20519;Mittlere und höhere Schule;183
2011;20519;Pflichtschule;113
2011;20520;Hochschule und Akademie;69
2011;20520;Lehrabschluss;413
2011;20520;Mittlere und höhere Schule;244
2011;20520;Pflichtschule;104
2011;20523;Hochschule und Akademie;302
2011;20523;Lehrabschluss;882
2011;20523;Mittlere und höhere Schule;791
2011;20523;Pflichtschule;244
2011;20527;Hochschule und Akademie;830
2011;20527;Lehrabschluss;3171
2011;20527;Mittlere und höhere Schule;2405
2011;20527;Pflichtschule;1269
2011;20530;Hochschule und Akademie;112
2011;20530;Lehrabschluss;521
2011;20530;Mittlere und höhere Schule;388
2011;20530;Pflichtschule;200
2011;20531;Hochschule und Akademie;102
2011;20531;Lehrabschluss;617
2011;20531;Mittlere und höhere Schule;362
2011;20531;Pflichtschule;190
2011;20534;Hochschule und Akademie;327
2011;20534;Lehrabschluss;882
2011;20534;Mittlere und höhere Schule;767
2011;20534;Pflichtschule;202
2011;20601;Hochschule und Akademie;101
2011;20601;Lehrabschluss;405
2011;20601;Mittlere und höhere Schule;348
2011;20601;Pflichtschule;135
2011;20602;Hochschule und Akademie;65
2011;20602;Lehrabschluss;634
2011;20602;Mittlere und höhere Schule;326
2011;20602;Pflichtschule;143
2011;20603;Hochschule und Akademie;61
2011;20603;Lehrabschluss;356
2011;20603;Mittlere und höhere Schule;263
2011;20603;Pflichtschule;101
2011;20604;Hochschule und Akademie;53
2011;20604;Lehrabschluss;481
2011;20604;Mittlere und höhere Schule;301
2011;20604;Pflichtschule;135
2011;20605;Hochschule und Akademie;42
2011;20605;Lehrabschluss;436
2011;20605;Mittlere und höhere Schule;242
2011;20605;Pflichtschule;133
2011;20607;Hochschule und Akademie;33
2011;20607;Lehrabschluss;396
2011;20607;Mittlere und höhere Schule;208
2011;20607;Pflichtschule;97
2011;20608;Hochschule und Akademie;127
2011;20608;Lehrabschluss;794
2011;20608;Mittlere und höhere Schule;435
2011;20608;Pflichtschule;183
2011;20609;Hochschule und Akademie;84
2011;20609;Lehrabschluss;516
2011;20609;Mittlere und höhere Schule;320
2011;20609;Pflichtschule;170
2011;20610;Hochschule und Akademie;38
2011;20610;Lehrabschluss;305
2011;20610;Mittlere und höhere Schule;215
2011;20610;Pflichtschule;73
2011;20611;Hochschule und Akademie;59
2011;20611;Lehrabschluss;645
2011;20611;Mittlere und höhere Schule;387
2011;20611;Pflichtschule;146
2011;20613;Hochschule und Akademie;48
2011;20613;Lehrabschluss;355
2011;20613;Mittlere und höhere Schule;249
2011;20613;Pflichtschule;67
2011;20616;Hochschule und Akademie;85
2011;20616;Lehrabschluss;529
2011;20616;Mittlere und höhere Schule;369
2011;20616;Pflichtschule;117
2011;20618;Hochschule und Akademie;42
2011;20618;Lehrabschluss;229
2011;20618;Mittlere und höhere Schule;149
2011;20618;Pflichtschule;51
2011;20619;Hochschule und Akademie;67
2011;20619;Lehrabschluss;666
2011;20619;Mittlere und höhere Schule;342
2011;20619;Pflichtschule;157
2011;20620;Hochschule und Akademie;235
2011;20620;Lehrabschluss;829
2011;20620;Mittlere und höhere Schule;699
2011;20620;Pflichtschule;232
2011;20622;Hochschule und Akademie;17
2011;20622;Lehrabschluss;263
2011;20622;Mittlere und höhere Schule;138
2011;20622;Pflichtschule;84
2011;20624;Hochschule und Akademie;44
2011;20624;Lehrabschluss;278
2011;20624;Mittlere und höhere Schule;182
2011;20624;Pflichtschule;84
2011;20625;Hochschule und Akademie;43
2011;20625;Lehrabschluss;301
2011;20625;Mittlere und höhere Schule;270
2011;20625;Pflichtschule;129
2011;20627;Hochschule und Akademie;107
2011;20627;Lehrabschluss;688
2011;20627;Mittlere und höhere Schule;398
2011;20627;Pflichtschule;171
2011;20630;Hochschule und Akademie;245
2011;20630;Lehrabschluss;1740
2011;20630;Mittlere und höhere Schule;1170
2011;20630;Pflichtschule;497
2011;20631;Hochschule und Akademie;40
2011;20631;Lehrabschluss;582
2011;20631;Mittlere und höhere Schule;267
2011;20631;Pflichtschule;181
2011;20632;Hochschule und Akademie;56
2011;20632;Lehrabschluss;545
2011;20632;Mittlere und höhere Schule;365
2011;20632;Pflichtschule;135
2011;20633;Hochschule und Akademie;40
2011;20633;Lehrabschluss;373
2011;20633;Mittlere und höhere Schule;189
2011;20633;Pflichtschule;127
2011;20634;Hochschule und Akademie;458
2011;20634;Lehrabschluss;1531
2011;20634;Mittlere und höhere Schule;1258
2011;20634;Pflichtschule;404
2011;20635;Hochschule und Akademie;952
2011;20635;Lehrabschluss;4281
2011;20635;Mittlere und höhere Schule;2743
2011;20635;Pflichtschule;1665
2011;20636;Hochschule und Akademie;29
2011;20636;Lehrabschluss;594
2011;20636;Mittlere und höhere Schule;200
2011;20636;Pflichtschule;171
2011;20637;Hochschule und Akademie;77
2011;20637;Lehrabschluss;590
2011;20637;Mittlere und höhere Schule;360
2011;20637;Pflichtschule;173
2011;20638;Hochschule und Akademie;39
2011;20638;Lehrabschluss;378
2011;20638;Mittlere und höhere Schule;242
2011;20638;Pflichtschule;60
2011;20639;Hochschule und Akademie;57
2011;20639;Lehrabschluss;153
2011;20639;Mittlere und höhere Schule;197
2011;20639;Pflichtschule;45
2011;20640;Hochschule und Akademie;59
2011;20640;Lehrabschluss;326
2011;20640;Mittlere und höhere Schule;218
2011;20640;Pflichtschule;92
2011;20642;Hochschule und Akademie;39
2011;20642;Lehrabschluss;576
2011;20642;Mittlere und höhere Schule;347
2011;20642;Pflichtschule;163
2011;20643;Hochschule und Akademie;153
2011;20643;Lehrabschluss;726
2011;20643;Mittlere und höhere Schule;506
2011;20643;Pflichtschule;158
2011;20644;Hochschule und Akademie;99
2011;20644;Lehrabschluss;716
2011;20644;Mittlere und höhere Schule;413
2011;20644;Pflichtschule;165
2011;20701;Hochschule und Akademie;44
2011;20701;Lehrabschluss;413
2011;20701;Mittlere und höhere Schule;273
2011;20701;Pflichtschule;96
2011;20702;Hochschule und Akademie;313
2011;20702;Lehrabschluss;1897
2011;20702;Mittlere und höhere Schule;1305
2011;20702;Pflichtschule;690
2011;20703;Hochschule und Akademie;57
2011;20703;Lehrabschluss;424
2011;20703;Mittlere und höhere Schule;265
2011;20703;Pflichtschule;102
2011;20705;Hochschule und Akademie;118
2011;20705;Lehrabschluss;734
2011;20705;Mittlere und höhere Schule;375
2011;20705;Pflichtschule;208
2011;20707;Hochschule und Akademie;32
2011;20707;Lehrabschluss;177
2011;20707;Mittlere und höhere Schule;116
2011;20707;Pflichtschule;48
2011;20708;Hochschule und Akademie;57
2011;20708;Lehrabschluss;311
2011;20708;Mittlere und höhere Schule;249
2011;20708;Pflichtschule;75
2011;20710;Hochschule und Akademie;97
2011;20710;Lehrabschluss;677
2011;20710;Mittlere und höhere Schule;439
2011;20710;Pflichtschule;131
2011;20711;Hochschule und Akademie;588
2011;20711;Lehrabschluss;2257
2011;20711;Mittlere und höhere Schule;1768
2011;20711;Pflichtschule;680
2011;20712;Hochschule und Akademie;45
2011;20712;Lehrabschluss;403
2011;20712;Mittlere und höhere Schule;254
2011;20712;Pflichtschule;75
2011;20713;Hochschule und Akademie;60
2011;20713;Lehrabschluss;209
2011;20713;Mittlere und höhere Schule;194
2011;20713;Pflichtschule;57
2011;20719;Hochschule und Akademie;150
2011;20719;Lehrabschluss;660
2011;20719;Mittlere und höhere Schule;461
2011;20719;Pflichtschule;144
2011;20720;Hochschule und Akademie;295
2011;20720;Lehrabschluss;1743
2011;20720;Mittlere und höhere Schule;1106
2011;20720;Pflichtschule;480
2011;20721;Hochschule und Akademie;109
2011;20721;Lehrabschluss;590
2011;20721;Mittlere und höhere Schule;363
2011;20721;Pflichtschule;147
2011;20722;Hochschule und Akademie;278
2011;20722;Lehrabschluss;1150
2011;20722;Mittlere und höhere Schule;829
2011;20722;Pflichtschule;337
2011;20723;Hochschule und Akademie;70
2011;20723;Lehrabschluss;524
2011;20723;Mittlere und höhere Schule;297
2011;20723;Pflichtschule;100
2011;20724;Hochschule und Akademie;419
2011;20724;Lehrabschluss;913
2011;20724;Mittlere und höhere Schule;881
2011;20724;Pflichtschule;327
2011;20725;Hochschule und Akademie;707
2011;20725;Lehrabschluss;2134
2011;20725;Mittlere und höhere Schule;1803
2011;20725;Pflichtschule;660
2011;20726;Hochschule und Akademie;190
2011;20726;Lehrabschluss;849
2011;20726;Mittlere und höhere Schule;612
2011;20726;Pflichtschule;161
2011;20727;Hochschule und Akademie;397
2011;20727;Lehrabschluss;1508
2011;20727;Mittlere und höhere Schule;1056
2011;20727;Pflichtschule;385
2011;20801;Hochschule und Akademie;221
2011;20801;Lehrabschluss;1047
2011;20801;Mittlere und höhere Schule;725
2011;20801;Pflichtschule;363
2011;20802;Hochschule und Akademie;39
2011;20802;Lehrabschluss;230
2011;20802;Mittlere und höhere Schule;165
2011;20802;Pflichtschule;38
2011;20803;Hochschule und Akademie;293
2011;20803;Lehrabschluss;1664
2011;20803;Mittlere und höhere Schule;1185
2011;20803;Pflichtschule;482
2011;20804;Hochschule und Akademie;99
2011;20804;Lehrabschluss;594
2011;20804;Mittlere und höhere Schule;447
2011;20804;Pflichtschule;254
2011;20805;Hochschule und Akademie;138
2011;20805;Lehrabschluss;601
2011;20805;Mittlere und höhere Schule;403
2011;20805;Pflichtschule;149
2011;20806;Hochschule und Akademie;99
2011;20806;Lehrabschluss;515
2011;20806;Mittlere und höhere Schule;355
2011;20806;Pflichtschule;129
2011;20807;Hochschule und Akademie;63
2011;20807;Lehrabschluss;525
2011;20807;Mittlere und höhere Schule;300
2011;20807;Pflichtschule;110
2011;20808;Hochschule und Akademie;153
2011;20808;Lehrabschluss;1040
2011;20808;Mittlere und höhere Schule;684
2011;20808;Pflichtschule;262
2011;20810;Hochschule und Akademie;63
2011;20810;Lehrabschluss;265
2011;20810;Mittlere und höhere Schule;195
2011;20810;Pflichtschule;93
2011;20812;Hochschule und Akademie;56
2011;20812;Lehrabschluss;498
2011;20812;Mittlere und höhere Schule;251
2011;20812;Pflichtschule;133
2011;20813;Hochschule und Akademie;310
2011;20813;Lehrabschluss;1089
2011;20813;Mittlere und höhere Schule;924
2011;20813;Pflichtschule;326
2011;20815;Hochschule und Akademie;109
2011;20815;Lehrabschluss;602
2011;20815;Mittlere und höhere Schule;416
2011;20815;Pflichtschule;177
2011;20817;Hochschule und Akademie;706
2011;20817;Lehrabschluss;3018
2011;20817;Mittlere und höhere Schule;2110
2011;20817;Pflichtschule;910
2011;20901;Hochschule und Akademie;179
2011;20901;Lehrabschluss;1254
2011;20901;Mittlere und höhere Schule;786
2011;20901;Pflichtschule;413
2011;20905;Hochschule und Akademie;104
2011;20905;Lehrabschluss;740
2011;20905;Mittlere und höhere Schule;410
2011;20905;Pflichtschule;342
2011;20909;Hochschule und Akademie;111
2011;20909;Lehrabschluss;906
2011;20909;Mittlere und höhere Schule;485
2011;20909;Pflichtschule;374
2011;20911;Hochschule und Akademie;38
2011;20911;Lehrabschluss;251
2011;20911;Mittlere und höhere Schule;211
2011;20911;Pflichtschule;69
2011;20912;Hochschule und Akademie;69
2011;20912;Lehrabschluss;577
2011;20912;Mittlere und höhere Schule;364
2011;20912;Pflichtschule;158
2011;20913;Hochschule und Akademie;429
2011;20913;Lehrabschluss;3099
2011;20913;Mittlere und höhere Schule;1665
2011;20913;Pflichtschule;1006
2011;20914;Hochschule und Akademie;70
2011;20914;Lehrabschluss;619
2011;20914;Mittlere und höhere Schule;334
2011;20914;Pflichtschule;194
2011;20918;Hochschule und Akademie;173
2011;20918;Lehrabschluss;996
2011;20918;Mittlere und höhere Schule;600
2011;20918;Pflichtschule;327
2011;20923;Hochschule und Akademie;1609
2011;20923;Lehrabschluss;6734
2011;20923;Mittlere und höhere Schule;4517
2011;20923;Pflichtschule;2164
2011;21001;Hochschule und Akademie;51
2011;21001;Lehrabschluss;275
2011;21001;Mittlere und höhere Schule;216
2011;21001;Pflichtschule;81
2011;21002;Hochschule und Akademie;877
2011;21002;Lehrabschluss;3836
2011;21002;Mittlere und höhere Schule;2586
2011;21002;Pflichtschule;1360
2011;21003;Hochschule und Akademie;95
2011;21003;Lehrabschluss;530
2011;21003;Mittlere und höhere Schule;344
2011;21003;Pflichtschule;197
2011;21004;Hochschule und Akademie;58
2011;21004;Lehrabschluss;308
2011;21004;Mittlere und höhere Schule;218
2011;21004;Pflichtschule;76
2011;21005;Hochschule und Akademie;118
2011;21005;Lehrabschluss;650
2011;21005;Mittlere und höhere Schule;506
2011;21005;Pflichtschule;181
2011;21006;Hochschule und Akademie;76
2011;21006;Lehrabschluss;142
2011;21006;Mittlere und höhere Schule;172
2011;21006;Pflichtschule;41
2011;21007;Hochschule und Akademie;46
2011;21007;Lehrabschluss;624
2011;21007;Mittlere und höhere Schule;325
2011;21007;Pflichtschule;171
2011;21008;Hochschule und Akademie;83
2011;21008;Lehrabschluss;450
2011;21008;Mittlere und höhere Schule;268
2011;21008;Pflichtschule;148
2011;21009;Hochschule und Akademie;266
2011;21009;Lehrabschluss;889
2011;21009;Mittlere und höhere Schule;745
2011;21009;Pflichtschule;262
2011;21010;Hochschule und Akademie;53
2011;21010;Lehrabschluss;536
2011;21010;Mittlere und höhere Schule;284
2011;21010;Pflichtschule;168
2011;30101;Hochschule und Akademie;1
2011;30101;Lehrabschluss;1
2011;30101;Mittlere und höhere Schule;10
2011;30101;Pflichtschule;1
2011;30201;Hochschule und Akademie;3
2011;30201;Lehrabschluss;7
2011;30201;Mittlere und höhere Schule;8
2011;30201;Pflichtschule;9
2011;30301;Hochschule und Akademie;2
2011;30301;Lehrabschluss;4
2011;30301;Mittlere und höhere Schule;1
2011;30301;Pflichtschule;2
2011;30401;Hochschule und Akademie;5
2011;30401;Lehrabschluss;16
2011;30401;Mittlere und höhere Schule;11
2011;30401;Pflichtschule;10
2011;30501;Lehrabschluss;1
2011;30501;Mittlere und höhere Schule;1
2011;30501;Pflichtschule;1
2011;30502;Hochschule und Akademie;3
2011;30502;Lehrabschluss;16
2011;30502;Mittlere und höhere Schule;7
2011;30502;Pflichtschule;13
2011;30503;Lehrabschluss;4
2011;30503;Mittlere und höhere Schule;2
2011;30504;Lehrabschluss;2
2011;30506;Hochschule und Akademie;2
2011;30506;Lehrabschluss;2
2011;30507;Lehrabschluss;4
2011;30508;Mittlere und höhere Schule;1
2011;30510;Lehrabschluss;2
2011;30510;Pflichtschule;1
2011;30511;Mittlere und höhere Schule;2
2011;30514;Lehrabschluss;3
2011;30514;Mittlere und höhere Schule;2
2011;30514;Pflichtschule;1
2011;30515;Lehrabschluss;1
2011;30515;Pflichtschule;1
2011;30516;Lehrabschluss;1
2011;30516;Mittlere und höhere Schule;1
2011;30517;Lehrabschluss;2
2011;30517;Pflichtschule;1
2011;30520;Mittlere und höhere Schule;2
2011;30520;Pflichtschule;1
2011;30521;Pflichtschule;1
2011;30522;Mittlere und höhere Schule;1
2011;30526;Lehrabschluss;1
2011;30527;Hochschule und Akademie;1
2011;30527;Lehrabschluss;4
2011;30527;Mittlere und höhere Schule;2
