JAHR;GKZ;HOEST_AUSBILDUNG;ANZAHL
2012;31926;Lehrabschluss;1
2012;31927;Mittlere und h̦here Schule;1
2012;31927;Pflichtschule;1
2012;31928;Lehrabschluss;1
2012;31929;Lehrabschluss;1
2012;31930;Mittlere und h̦here Schule;2
2012;31932;Mittlere und h̦here Schule;1
2012;31934;Lehrabschluss;1
2012;31935;Lehrabschluss;1
2012;31939;Hochschule und Akademie;1
2012;31939;Lehrabschluss;1
2012;31939;Pflichtschule;1
2012;31943;Hochschule und Akademie;1
2012;31943;Lehrabschluss;4
2012;31943;Mittlere und h̦here Schule;2
2012;31943;Pflichtschule;1
2012;31946;Lehrabschluss;1
2012;31947;Hochschule und Akademie;1
2012;31947;Lehrabschluss;4
2012;31947;Mittlere und h̦here Schule;1
2012;31947;Pflichtschule;3
2012;31948;Lehrabschluss;1
2012;32001;Hochschule und Akademie;1
2012;32001;Lehrabschluss;1
2012;32001;Mittlere und h̦here Schule;1
2012;32003;Lehrabschluss;1
2012;32004;Mittlere und h̦here Schule;1
2012;32005;Hochschule und Akademie;1
2012;32005;Lehrabschluss;1
2012;32005;Mittlere und h̦here Schule;1
2012;32006;Lehrabschluss;3
2012;32006;Mittlere und h̦here Schule;1
2012;32006;Pflichtschule;1
2012;32007;Lehrabschluss;1
2012;32008;Lehrabschluss;4
2012;32008;Pflichtschule;1
2012;32011;Lehrabschluss;1
2012;32012;Mittlere und h̦here Schule;1
2012;32012;Pflichtschule;1
2012;32013;Lehrabschluss;1
2012;32013;Mittlere und h̦here Schule;1
2012;32015;Mittlere und h̦here Schule;1
2012;32015;Pflichtschule;1
2012;32016;Hochschule und Akademie;2
2012;32016;Lehrabschluss;5
2012;32016;Mittlere und h̦here Schule;4
2012;32016;Pflichtschule;2
2012;32017;Hochschule und Akademie;1
2012;32017;Lehrabschluss;3
2012;32018;Lehrabschluss;3
2012;32018;Mittlere und h̦here Schule;1
2012;32101;Mittlere und h̦here Schule;1
2012;32104;Lehrabschluss;3
2012;32104;Mittlere und h̦here Schule;1
2012;32104;Pflichtschule;3
2012;32107;Hochschule und Akademie;1
2012;32107;Mittlere und h̦here Schule;1
2012;32109;Lehrabschluss;1
2012;32110;Lehrabschluss;1
2012;32114;Lehrabschluss;1
2012;32114;Pflichtschule;1
2012;32116;Lehrabschluss;2
2012;32116;Mittlere und h̦here Schule;1
2012;32116;Pflichtschule;1
2012;32119;Hochschule und Akademie;1
2012;32120;Lehrabschluss;2
2012;32131;Hochschule und Akademie;2
2012;32131;Lehrabschluss;5
2012;32131;Mittlere und h̦here Schule;1
2012;32131;Pflichtschule;1
2012;32132;Hochschule und Akademie;1
2012;32135;Hochschule und Akademie;4
2012;32135;Lehrabschluss;6
2012;32135;Mittlere und h̦here Schule;2
2012;32135;Pflichtschule;3
2012;32139;Pflichtschule;1
2012;32140;Mittlere und h̦here Schule;1
2012;32140;Pflichtschule;1
2012;32141;Hochschule und Akademie;2
2012;32141;Lehrabschluss;5
2012;32141;Pflichtschule;1
2012;32142;Hochschule und Akademie;1
2012;32142;Mittlere und h̦here Schule;3
2012;32143;Hochschule und Akademie;1
2012;32143;Lehrabschluss;1
2012;32143;Mittlere und h̦here Schule;1
2012;32203;Mittlere und h̦here Schule;1
2012;32207;Lehrabschluss;1
2012;32207;Pflichtschule;1
2012;32209;Mittlere und h̦here Schule;1
2012;32219;Lehrabschluss;1
2012;32220;Hochschule und Akademie;1
2012;32220;Mittlere und h̦here Schule;1
2012;32221;Mittlere und h̦here Schule;1
2012;32301;Hochschule und Akademie;2
2012;32301;Mittlere und h̦here Schule;1
2012;32302;Mittlere und h̦here Schule;1
2012;32304;Lehrabschluss;2
2012;32304;Mittlere und h̦here Schule;1
2012;32304;Pflichtschule;1
2012;32305;Hochschule und Akademie;1
2012;32305;Mittlere und h̦here Schule;2
2012;32305;Pflichtschule;3
2012;32306;Hochschule und Akademie;1
2012;32306;Lehrabschluss;3
2012;32306;Mittlere und h̦here Schule;2
2012;32307;Hochschule und Akademie;1
2012;32307;Mittlere und h̦here Schule;1
2012;32307;Pflichtschule;1
2012;32308;Hochschule und Akademie;1
2012;32309;Lehrabschluss;1
2012;32309;Mittlere und h̦here Schule;3
2012;32310;Lehrabschluss;1
2012;32311;Hochschule und Akademie;1
2012;32311;Lehrabschluss;1
2012;32313;Lehrabschluss;1
2012;32313;Mittlere und h̦here Schule;1
2012;32314;Mittlere und h̦here Schule;1
2012;32315;Lehrabschluss;1
2012;32315;Mittlere und h̦here Schule;2
2012;32316;Hochschule und Akademie;1
2012;32316;Lehrabschluss;1
2012;32316;Pflichtschule;1
2012;32318;Mittlere und h̦here Schule;2
2012;32318;Pflichtschule;1
2012;32319;Lehrabschluss;1
2012;32319;Mittlere und h̦here Schule;1
2012;32320;Lehrabschluss;1
2012;32320;Mittlere und h̦here Schule;2
2012;32320;Pflichtschule;1
2012;32323;Hochschule und Akademie;1
2012;32323;Lehrabschluss;1
2012;32325;Lehrabschluss;1
2012;32325;Mittlere und h̦here Schule;2
2012;32327;Lehrabschluss;1
2012;32327;Mittlere und h̦here Schule;1
2012;32330;Mittlere und h̦here Schule;2
2012;32330;Pflichtschule;2
2012;32331;Lehrabschluss;2
2012;32331;Mittlere und h̦here Schule;1
2012;32332;Lehrabschluss;2
2012;32334;Hochschule und Akademie;1
2012;32336;Hochschule und Akademie;1
2012;32337;Lehrabschluss;3
2012;32337;Mittlere und h̦here Schule;1
2012;32337;Pflichtschule;1
2012;32338;Mittlere und h̦here Schule;1
2012;32338;Pflichtschule;1
2012;32401;Hochschule und Akademie;1
2012;32401;Mittlere und h̦here Schule;4
2012;32401;Pflichtschule;3
2012;32402;Lehrabschluss;3
2012;32402;Mittlere und h̦here Schule;5
2012;32402;Pflichtschule;2
2012;32403;Hochschule und Akademie;2
2012;32403;Mittlere und h̦here Schule;2
2012;32404;Hochschule und Akademie;1
2012;32404;Lehrabschluss;2
2012;32404;Mittlere und h̦here Schule;5
2012;32404;Pflichtschule;1
2012;32405;Lehrabschluss;3
2012;32406;Hochschule und Akademie;2
2012;32406;Mittlere und h̦here Schule;4
2012;32406;Pflichtschule;2
2012;32407;Pflichtschule;1
2012;32408;Hochschule und Akademie;8
2012;32408;Lehrabschluss;1
2012;32408;Mittlere und h̦here Schule;8
2012;32409;Lehrabschluss;1
2012;32410;Hochschule und Akademie;3
2012;32410;Lehrabschluss;3
2012;32410;Mittlere und h̦here Schule;4
2012;32410;Pflichtschule;1
2012;32411;Lehrabschluss;1
2012;32412;Pflichtschule;1
2012;32413;Mittlere und h̦here Schule;1
2012;32415;Lehrabschluss;1
2012;32416;Hochschule und Akademie;1
2012;32416;Lehrabschluss;3
2012;32416;Mittlere und h̦here Schule;1
2012;32417;Lehrabschluss;3
2012;32417;Pflichtschule;1
2012;32418;Mittlere und h̦here Schule;2
2012;32419;Hochschule und Akademie;2
2012;32419;Lehrabschluss;10
2012;32419;Mittlere und h̦here Schule;10
2012;32419;Pflichtschule;4
2012;32421;Hochschule und Akademie;1
2012;32424;Lehrabschluss;2
2012;32501;Lehrabschluss;1
2012;32501;Mittlere und h̦here Schule;1
2012;32501;Pflichtschule;1
2012;32502;Lehrabschluss;1
2012;32505;Mittlere und h̦here Schule;2
2012;32505;Pflichtschule;1
2012;32508;Pflichtschule;1
2012;32509;Lehrabschluss;1
2012;32511;Lehrabschluss;1
2012;32515;Pflichtschule;1
2012;32516;Mittlere und h̦here Schule;1
2012;32520;Lehrabschluss;2
2012;32520;Pflichtschule;1
2012;32521;Lehrabschluss;1
2012;32521;Mittlere und h̦here Schule;1
2012;32522;Lehrabschluss;3
2012;32522;Mittlere und h̦here Schule;1
2012;32523;Mittlere und h̦here Schule;2
2012;32524;Mittlere und h̦here Schule;1
2012;32530;Hochschule und Akademie;1
2012;32530;Lehrabschluss;2
2012;32530;Mittlere und h̦here Schule;1
2012;32530;Pflichtschule;1
2012;40101;Hochschule und Akademie;50
2012;40101;Lehrabschluss;111
2012;40101;Mittlere und h̦here Schule;96
2012;40101;Pflichtschule;137
2012;40201;Hochschule und Akademie;4
2012;40201;Lehrabschluss;31
2012;40201;Mittlere und h̦here Schule;22
2012;40201;Pflichtschule;25
2012;40301;Hochschule und Akademie;14
2012;40301;Lehrabschluss;52
2012;40301;Mittlere und h̦here Schule;30
2012;40301;Pflichtschule;52
2012;40401;Pflichtschule;2
2012;40404;Hochschule und Akademie;2
2012;40404;Lehrabschluss;4
2012;40404;Mittlere und h̦here Schule;3
2012;40404;Pflichtschule;10
2012;40405;Lehrabschluss;1
2012;40405;Mittlere und h̦here Schule;1
2012;40406;Lehrabschluss;1
2012;40406;Mittlere und h̦here Schule;1
2012;40406;Pflichtschule;1
2012;40408;Hochschule und Akademie;1
2012;40408;Mittlere und h̦here Schule;2
2012;40411;Lehrabschluss;1
2012;40411;Mittlere und h̦here Schule;1
2012;40413;Hochschule und Akademie;1
2012;40413;Lehrabschluss;2
2012;40414;Mittlere und h̦here Schule;1
2012;40414;Pflichtschule;1
2012;40415;Pflichtschule;1
2012;40416;Lehrabschluss;1
2012;40418;Lehrabschluss;2
2012;40418;Mittlere und h̦here Schule;7
2012;40418;Pflichtschule;2
2012;40419;Lehrabschluss;1
2012;40419;Mittlere und h̦here Schule;2
2012;40421;Lehrabschluss;3
2012;40421;Mittlere und h̦here Schule;2
2012;40421;Pflichtschule;2
2012;40422;Lehrabschluss;1
2012;40422;Mittlere und h̦here Schule;1
2012;40423;Hochschule und Akademie;1
2012;40424;Lehrabschluss;2
2012;40424;Mittlere und h̦here Schule;1
2012;40426;Hochschule und Akademie;1
2012;40426;Lehrabschluss;1
2012;40426;Mittlere und h̦here Schule;1
2012;40426;Pflichtschule;1
2012;40427;Pflichtschule;1
2012;40428;Mittlere und h̦here Schule;1
2012;40430;Mittlere und h̦here Schule;1
2012;40431;Mittlere und h̦here Schule;1
2012;40434;Lehrabschluss;1
2012;40437;Lehrabschluss;1
2012;40438;Pflichtschule;2
2012;40442;Hochschule und Akademie;1
2012;40442;Lehrabschluss;1
2012;40443;Mittlere und h̦here Schule;1
2012;40446;Mittlere und h̦here Schule;1
2012;40501;Hochschule und Akademie;2
2012;40501;Lehrabschluss;2
2012;40501;Mittlere und h̦here Schule;1
2012;40501;Pflichtschule;1
2012;40502;Hochschule und Akademie;1
2012;40502;Pflichtschule;3
2012;40503;Hochschule und Akademie;2
2012;40503;Lehrabschluss;1
2012;40503;Mittlere und h̦here Schule;1
2012;40504;Hochschule und Akademie;1
2012;40504;Lehrabschluss;1
2012;40504;Mittlere und h̦here Schule;1
2012;40505;Mittlere und h̦here Schule;1
2012;40506;Lehrabschluss;1
2012;40507;Hochschule und Akademie;1
2012;40507;Lehrabschluss;4
2012;40507;Pflichtschule;1
2012;40508;Lehrabschluss;1
2012;40509;Lehrabschluss;1
2012;40510;Lehrabschluss;2
2012;40511;Mittlere und h̦here Schule;1
2012;40512;Lehrabschluss;1
2012;40601;Lehrabschluss;3
2012;40601;Mittlere und h̦here Schule;1
2012;40601;Pflichtschule;3
2012;40602;Lehrabschluss;1
2012;40603;Hochschule und Akademie;1
2012;40603;Lehrabschluss;1
2012;40603;Pflichtschule;1
2012;40604;Lehrabschluss;1
2012;40604;Mittlere und h̦here Schule;2
2012;40607;Mittlere und h̦here Schule;1
2012;40608;Lehrabschluss;3
2012;40608;Pflichtschule;1
2012;40609;Lehrabschluss;3
2012;40609;Mittlere und h̦here Schule;1
2012;40609;Pflichtschule;1
2012;40610;Pflichtschule;1
2012;40612;Lehrabschluss;1
2012;40613;Lehrabschluss;1
2012;40614;Mittlere und h̦here Schule;1
2012;40614;Pflichtschule;2
2012;40615;Hochschule und Akademie;1
2012;40615;Lehrabschluss;3
2012;40615;Pflichtschule;1
2012;40618;Hochschule und Akademie;2
2012;40618;Lehrabschluss;1
2012;40619;Pflichtschule;1
2012;40620;Lehrabschluss;3
2012;40620;Mittlere und h̦here Schule;1
2012;40621;Lehrabschluss;1
2012;40621;Mittlere und h̦here Schule;1
2012;40622;Mittlere und h̦here Schule;1
2012;40624;Mittlere und h̦here Schule;1
2012;40627;Hochschule und Akademie;1
2012;40627;Pflichtschule;1
2012;40701;Hochschule und Akademie;2
2012;40701;Lehrabschluss;4
2012;40701;Mittlere und h̦here Schule;2
2012;40701;Pflichtschule;1
2012;40702;Hochschule und Akademie;1
2012;40702;Lehrabschluss;1
2012;40702;Mittlere und h̦here Schule;1
2012;40702;Pflichtschule;1
2012;40703;Hochschule und Akademie;2
2012;40703;Lehrabschluss;3
2012;40703;Pflichtschule;2
2012;40704;Hochschule und Akademie;2
2012;40704;Lehrabschluss;1
2012;40704;Mittlere und h̦here Schule;1
2012;40705;Hochschule und Akademie;5
2012;40705;Lehrabschluss;4
2012;40705;Mittlere und h̦here Schule;3
2012;40705;Pflichtschule;2
2012;40706;Lehrabschluss;3
2012;40707;Hochschule und Akademie;2
2012;40707;Lehrabschluss;1
2012;40707;Mittlere und h̦here Schule;1
2012;40709;Lehrabschluss;2
2012;40711;Lehrabschluss;8
2012;40711;Mittlere und h̦here Schule;2
2012;40711;Pflichtschule;3
2012;40713;Pflichtschule;2
2012;40714;Lehrabschluss;4
2012;40714;Pflichtschule;3
2012;40715;Mittlere und h̦here Schule;1
2012;40715;Pflichtschule;2
2012;40717;Lehrabschluss;2
2012;40719;Hochschule und Akademie;1
2012;40719;Lehrabschluss;1
2012;40719;Mittlere und h̦here Schule;1
2012;40720;Lehrabschluss;4
2012;40720;Mittlere und h̦here Schule;1
2012;40720;Pflichtschule;3
2012;40801;Lehrabschluss;1
2012;40801;Mittlere und h̦here Schule;1
2012;40802;Hochschule und Akademie;1
2012;40802;Lehrabschluss;1
2012;40802;Mittlere und h̦here Schule;2
2012;40802;Pflichtschule;2
2012;40805;Lehrabschluss;1
2012;40806;Mittlere und h̦here Schule;1
2012;40807;Lehrabschluss;1
2012;40808;Mittlere und h̦here Schule;1
2012;40808;Pflichtschule;1
2012;40809;Lehrabschluss;1
2012;40809;Mittlere und h̦here Schule;1
2012;40811;Lehrabschluss;1
2012;40811;Mittlere und h̦here Schule;2
2012;40812;Lehrabschluss;1
2012;40813;Lehrabschluss;2
2012;40813;Mittlere und h̦here Schule;1
2012;40813;Pflichtschule;1
2012;40816;Lehrabschluss;1
2012;40817;Hochschule und Akademie;1
2012;40817;Mittlere und h̦here Schule;1
2012;40818;Lehrabschluss;1
2012;40821;Mittlere und h̦here Schule;1
2012;40821;Pflichtschule;1
2012;40822;Hochschule und Akademie;1
2012;40824;Lehrabschluss;2
2012;40825;Hochschule und Akademie;1
2012;40825;Lehrabschluss;1
2012;40826;Lehrabschluss;1
2012;40827;Lehrabschluss;1
2012;40827;Mittlere und h̦here Schule;1
2012;40827;Pflichtschule;1
2012;40829;Mittlere und h̦here Schule;1
2012;40831;Lehrabschluss;2
2012;40831;Mittlere und h̦here Schule;1
2012;40831;Pflichtschule;1
2012;40832;Lehrabschluss;1
2012;40832;Pflichtschule;2
2012;40901;Pflichtschule;2
2012;40902;Lehrabschluss;1
2012;40902;Pflichtschule;1
2012;40903;Hochschule und Akademie;1
2012;40903;Pflichtschule;1
2012;40904;Lehrabschluss;1
2012;40904;Mittlere und h̦here Schule;1
2012;40905;Hochschule und Akademie;3
2012;40905;Lehrabschluss;1
2012;40905;Mittlere und h̦here Schule;2
2012;40906;Lehrabschluss;1
2012;40907;Lehrabschluss;2
2012;40907;Mittlere und h̦here Schule;1
2012;40908;Lehrabschluss;1
2012;40908;Mittlere und h̦here Schule;2
2012;40908;Pflichtschule;1
2012;40909;Lehrabschluss;2
2012;40909;Mittlere und h̦here Schule;1
2012;40910;Lehrabschluss;2
2012;40912;Lehrabschluss;1
2012;40912;Mittlere und h̦here Schule;1
2012;40913;Lehrabschluss;1
2012;40913;Mittlere und h̦here Schule;2
2012;40913;Pflichtschule;2
2012;40914;Lehrabschluss;1
2012;40914;Mittlere und h̦here Schule;1
2012;40914;Pflichtschule;1
2012;40915;Hochschule und Akademie;2
2012;40915;Lehrabschluss;4
2012;40915;Mittlere und h̦here Schule;2
2012;40915;Pflichtschule;1
2012;40917;Lehrabschluss;1
2012;40918;Lehrabschluss;8
2012;40918;Mittlere und h̦here Schule;2
2012;40918;Pflichtschule;5
2012;40919;Lehrabschluss;1
2012;40920;Hochschule und Akademie;2
2012;40920;Lehrabschluss;2
2012;40921;Lehrabschluss;5
2012;40921;Mittlere und h̦here Schule;1
2012;40923;Lehrabschluss;2
2012;40923;Mittlere und h̦here Schule;1
2012;40923;Pflichtschule;4
2012;41001;Lehrabschluss;1
2012;41001;Mittlere und h̦here Schule;2
2012;41002;Hochschule und Akademie;4
2012;41002;Lehrabschluss;7
2012;41002;Mittlere und h̦here Schule;5
2012;41002;Pflichtschule;13
2012;41003;Lehrabschluss;6
2012;41003;Mittlere und h̦here Schule;3
2012;41003;Pflichtschule;7
2012;41005;Hochschule und Akademie;4
2012;41005;Lehrabschluss;5
2012;41005;Mittlere und h̦here Schule;7
2012;41005;Pflichtschule;6
2012;41006;Mittlere und h̦here Schule;1
2012;41007;Lehrabschluss;1
2012;41007;Mittlere und h̦here Schule;3
2012;41008;Lehrabschluss;2
2012;41008;Mittlere und h̦here Schule;2
2012;41009;Lehrabschluss;1
2012;41009;Pflichtschule;2
2012;41011;Lehrabschluss;2
2012;41011;Mittlere und h̦here Schule;1
2012;41011;Pflichtschule;2
2012;41012;Hochschule und Akademie;5
2012;41012;Lehrabschluss;19
2012;41012;Mittlere und h̦here Schule;14
2012;41012;Pflichtschule;7
2012;41013;Hochschule und Akademie;1
2012;41013;Lehrabschluss;3
2012;41013;Pflichtschule;2
2012;41014;Mittlere und h̦here Schule;3
2012;41015;Lehrabschluss;2
2012;41015;Mittlere und h̦here Schule;2
2012;41015;Pflichtschule;1
2012;41016;Lehrabschluss;2
2012;41017;Lehrabschluss;3
2012;41017;Mittlere und h̦here Schule;4
2012;41017;Pflichtschule;2
2012;41018;Lehrabschluss;2
2012;41019;Lehrabschluss;4
2012;41019;Mittlere und h̦here Schule;2
2012;41019;Pflichtschule;1
2012;41020;Hochschule und Akademie;1
2012;41020;Lehrabschluss;4
2012;41020;Mittlere und h̦here Schule;3
2012;41021;Hochschule und Akademie;3
2012;41021;Lehrabschluss;10
2012;41021;Mittlere und h̦here Schule;6
2012;41021;Pflichtschule;9
2012;41022;Hochschule und Akademie;1
2012;41022;Lehrabschluss;3
2012;41022;Mittlere und h̦here Schule;2
2012;41022;Pflichtschule;3
2012;41101;Pflichtschule;1
2012;41103;Lehrabschluss;1
2012;41104;Pflichtschule;1
2012;41106;Hochschule und Akademie;1
2012;41106;Mittlere und h̦here Schule;1
2012;41109;Mittlere und h̦here Schule;1
2012;41110;Hochschule und Akademie;2
2012;41110;Lehrabschluss;2
2012;41111;Lehrabschluss;3
2012;41111;Mittlere und h̦here Schule;1
2012;41111;Pflichtschule;1
2012;41114;Lehrabschluss;1
2012;41114;Mittlere und h̦here Schule;1
2012;41114;Pflichtschule;1
2012;41115;Mittlere und h̦here Schule;1
2012;41115;Pflichtschule;1
2012;41116;Hochschule und Akademie;1
2012;41116;Lehrabschluss;2
2012;41116;Mittlere und h̦here Schule;1
2012;41116;Pflichtschule;5
2012;41117;Lehrabschluss;1
2012;41118;Hochschule und Akademie;1
2012;41118;Mittlere und h̦here Schule;1
2012;41118;Pflichtschule;1
2012;41119;Mittlere und h̦here Schule;1
2012;41120;Hochschule und Akademie;1
2012;41120;Pflichtschule;1
2012;41122;Lehrabschluss;1
2012;41123;Lehrabschluss;1
2012;41123;Pflichtschule;1
2012;41124;Lehrabschluss;1
2012;41124;Mittlere und h̦here Schule;1
2012;41124;Pflichtschule;3
2012;41125;Lehrabschluss;1
2012;41125;Mittlere und h̦here Schule;2
2012;41126;Lehrabschluss;1
2012;41201;Lehrabschluss;2
2012;41201;Mittlere und h̦here Schule;2
2012;41202;Lehrabschluss;1
2012;41203;Pflichtschule;1
2012;41204;Hochschule und Akademie;1
2012;41204;Lehrabschluss;1
2012;41204;Mittlere und h̦here Schule;1
2012;41205;Lehrabschluss;1
2012;41207;Pflichtschule;2
2012;41209;Lehrabschluss;1
2012;41210;Lehrabschluss;1
2012;41212;Pflichtschule;1
2012;41213;Hochschule und Akademie;1
2012;41213;Lehrabschluss;3
2012;41213;Mittlere und h̦here Schule;1
2012;41214;Lehrabschluss;1
2012;41215;Mittlere und h̦here Schule;2
2012;41217;Hochschule und Akademie;1
2012;41217;Lehrabschluss;1
2012;41218;Hochschule und Akademie;1
2012;41218;Lehrabschluss;1
2012;41218;Mittlere und h̦here Schule;1
2012;41218;Pflichtschule;1
2012;41219;Hochschule und Akademie;1
2012;41219;Lehrabschluss;1
2012;41221;Pflichtschule;1
2012;41222;Mittlere und h̦here Schule;1
2012;41223;Lehrabschluss;1
2012;41224;Lehrabschluss;1
2012;41224;Mittlere und h̦here Schule;1
2012;41225;Lehrabschluss;7
2012;41225;Mittlere und h̦here Schule;4
2012;41225;Pflichtschule;6
2012;41228;Lehrabschluss;1
2012;41228;Mittlere und h̦here Schule;1
2012;41231;Lehrabschluss;1
2012;41231;Mittlere und h̦here Schule;1
2012;41231;Pflichtschule;1
2012;41233;Lehrabschluss;1
2012;41234;Mittlere und h̦here Schule;1
2012;41234;Pflichtschule;1
2012;41236;Hochschule und Akademie;1
2012;41303;Hochschule und Akademie;1
2012;41304;Lehrabschluss;3
2012;41304;Mittlere und h̦here Schule;2
2012;41308;Hochschule und Akademie;1
2012;41308;Lehrabschluss;2
2012;41314;Mittlere und h̦here Schule;1
2012;41315;Lehrabschluss;2
2012;41316;Pflichtschule;1
2012;41318;Lehrabschluss;1
2012;41321;Lehrabschluss;1
2012;41322;Mittlere und h̦here Schule;1
2012;41324;Mittlere und h̦here Schule;1
2012;41328;Lehrabschluss;2
2012;41331;Mittlere und h̦here Schule;1
2012;41332;Hochschule und Akademie;1
2012;41332;Mittlere und h̦here Schule;3
2012;41332;Pflichtschule;1
2012;41333;Lehrabschluss;2
2012;41334;Hochschule und Akademie;1
2012;41334;Lehrabschluss;1
2012;41335;Pflichtschule;1
2012;41340;Lehrabschluss;1
2012;41340;Mittlere und h̦here Schule;1
2012;41342;Hochschule und Akademie;1
2012;41342;Lehrabschluss;1
2012;41342;Mittlere und h̦here Schule;1
2012;41401;Pflichtschule;2
2012;41402;Lehrabschluss;2
2012;41402;Mittlere und h̦here Schule;2
2012;41402;Pflichtschule;3
2012;41406;Hochschule und Akademie;1
2012;41406;Pflichtschule;1
2012;41407;Mittlere und h̦here Schule;1
2012;41413;Lehrabschluss;2
2012;41413;Pflichtschule;2
2012;41414;Pflichtschule;1
2012;41416;Mittlere und h̦here Schule;1
2012;41417;Lehrabschluss;1
2012;41418;Pflichtschule;1
2012;41419;Hochschule und Akademie;1
2012;41419;Mittlere und h̦here Schule;2
2012;41419;Pflichtschule;1
2012;41420;Mittlere und h̦here Schule;1
2012;41421;Lehrabschluss;2
2012;41422;Lehrabschluss;1
2012;41422;Mittlere und h̦here Schule;2
2012;41422;Pflichtschule;1
2012;41424;Mittlere und h̦here Schule;1
2012;41425;Hochschule und Akademie;1
2012;41425;Mittlere und h̦here Schule;1
2012;41425;Pflichtschule;1
2012;41426;Lehrabschluss;1
2012;41426;Mittlere und h̦here Schule;1
2012;41429;Mittlere und h̦here Schule;1
2012;41430;Lehrabschluss;1
2012;41501;Lehrabschluss;1
2012;41501;Mittlere und h̦here Schule;1
2012;41502;Lehrabschluss;2
2012;41503;Hochschule und Akademie;2
2012;41503;Lehrabschluss;1
2012;41503;Pflichtschule;1
2012;41504;Hochschule und Akademie;1
2012;41504;Lehrabschluss;2
2012;41504;Mittlere und h̦here Schule;1
2012;41505;Lehrabschluss;1
2012;41506;Hochschule und Akademie;1
2012;41506;Lehrabschluss;6
2012;41506;Mittlere und h̦here Schule;4
2012;41506;Pflichtschule;2
2012;41507;Mittlere und h̦here Schule;1
2012;41508;Lehrabschluss;2
2012;41509;Lehrabschluss;2
2012;41510;Lehrabschluss;4
2012;41510;Pflichtschule;1
2012;41511;Lehrabschluss;2
2012;41512;Lehrabschluss;1
2012;41513;Lehrabschluss;2
2012;41513;Pflichtschule;1
2012;41516;Lehrabschluss;7
2012;41516;Mittlere und h̦here Schule;3
2012;41516;Pflichtschule;4
2012;41517;Hochschule und Akademie;1
2012;41517;Lehrabschluss;1
2012;41517;Pflichtschule;3
2012;41518;Lehrabschluss;1
2012;41521;Hochschule und Akademie;1
2012;41521;Lehrabschluss;2
2012;41522;Hochschule und Akademie;1
2012;41522;Mittlere und h̦here Schule;1
2012;41601;Lehrabschluss;1
2012;41601;Mittlere und h̦here Schule;1
2012;41602;Hochschule und Akademie;1
2012;41602;Mittlere und h̦here Schule;1
2012;41603;Hochschule und Akademie;1
2012;41603;Lehrabschluss;2
2012;41603;Pflichtschule;1
2012;41604;Lehrabschluss;2
2012;41605;Hochschule und Akademie;1
2012;41605;Lehrabschluss;2
2012;41605;Mittlere und h̦here Schule;2
2012;41606;Mittlere und h̦here Schule;3
2012;41607;Hochschule und Akademie;4
2012;41607;Lehrabschluss;4
2012;41607;Mittlere und h̦here Schule;3
2012;41608;Lehrabschluss;1
2012;41608;Mittlere und h̦here Schule;1
2012;41609;Hochschule und Akademie;4
2012;41609;Mittlere und h̦here Schule;3
2012;41610;Mittlere und h̦here Schule;3
2012;41610;Pflichtschule;1
2012;41612;Lehrabschluss;1
2012;41612;Pflichtschule;1
2012;41613;Mittlere und h̦here Schule;3
2012;41614;Lehrabschluss;1
2012;41614;Mittlere und h̦here Schule;2
2012;41615;Mittlere und h̦here Schule;1
2012;41617;Lehrabschluss;3
2012;41617;Mittlere und h̦here Schule;2
2012;41618;Mittlere und h̦here Schule;2
2012;41619;Lehrabschluss;1
2012;41620;Lehrabschluss;1
2012;41621;Lehrabschluss;1
2012;41621;Mittlere und h̦here Schule;1
2012;41624;Hochschule und Akademie;1
2012;41624;Lehrabschluss;1
2012;41624;Mittlere und h̦here Schule;4
2012;41624;Pflichtschule;1
2012;41625;Pflichtschule;1
2012;41626;Lehrabschluss;2
2012;41626;Mittlere und h̦here Schule;2
2012;41701;Hochschule und Akademie;1
2012;41701;Lehrabschluss;1
2012;41701;Mittlere und h̦here Schule;1
2012;41701;Pflichtschule;1
2012;41702;Lehrabschluss;1
2012;41702;Mittlere und h̦here Schule;1
2012;41703;Hochschule und Akademie;1
2012;41703;Lehrabschluss;6
