JAHR;GKZ;Preis;EW;GEMTYPE
2022;61002;35,8;982;< 5.000 EW 
2022;61007;90,7;1387;< 5.000 EW 
2022;61008;40,5;1280;< 5.000 EW 
2022;61012;94;2883;< 5.000 EW 
2022;61013;47,8;2228;< 5.000 EW 
2022;61016;59,8;1989;< 5.000 EW 
2022;61017;96,7;1547;< 5.000 EW 
2022;61019;48,9;1167;< 5.000 EW 
2022;61020;89;1367;< 5.000 EW 
2022;61021;77,3;2281;< 5.000 EW 
2022;61024;35,8;2036;< 5.000 EW 
2022;61027;58,8;1603;< 5.000 EW 
2022;61030;48,9;1730;< 5.000 EW 
2022;61032;35,8;1966;< 5.000 EW 
2022;61033;63,6;2336;< 5.000 EW 
2022;61043;106,9;3907;< 5.000 EW 
2022;61045;127,5;6525;5.000 - 10.000 EW 
2022;61049;64;2408;< 5.000 EW 
2022;61050;64;3195;< 5.000 EW 
2022;61051;48,9;2810;< 5.000 EW 
2022;61052;60,1;2920;< 5.000 EW 
2022;61053;132,5;13362;10.000 - 50.000 EW 
2022;61054;45,4;3536;< 5.000 EW 
2022;61055;58,8;1602;< 5.000 EW 
2022;61057;40,5;2366;< 5.000 EW 
2022;61059;113;5749;5.000 - 10.000 EW 
2022;61060;44;4462;< 5.000 EW 
2022;61061;55,5;6447;5.000 - 10.000 EW 
2022;61611;59,6;2448;< 5.000 EW 
2022;61612;59,1;3218;< 5.000 EW 
2022;61615;59,1;2191;< 5.000 EW 
2022;61618;46,8;1721;< 5.000 EW 
2022;61624;67,7;3211;< 5.000 EW 
2022;61625;77,3;9617;5.000 - 10.000 EW 
2022;61626;89,2;5816;5.000 - 10.000 EW 
2022;61629;42,9;1004;< 5.000 EW 
2022;61631;64,6;9601;5.000 - 10.000 EW 
2022;61633;73,1;4324;< 5.000 EW 
2022;61701;81;2268;< 5.000 EW 
2022;61710;43,9;1213;< 5.000 EW 
2022;61716;42,3;2996;< 5.000 EW 
2022;61719;90,2;2379;< 5.000 EW 
2022;61727;84,7;2555;< 5.000 EW 
2022;61729;75,4;2137;< 5.000 EW 
2022;61730;97,1;2273;< 5.000 EW 
2022;61731;67,3;1334;< 5.000 EW 
2022;61740;43,9;2035;< 5.000 EW 
2022;61746;52,5;4209;< 5.000 EW 
2022;61748;44,4;4485;< 5.000 EW 
2022;61751;67,3;2467;< 5.000 EW 
2022;61760;90,2;11525;10.000 - 50.000 EW 
2022;61761;46,4;1654;< 5.000 EW 
2022;61762;35,7;2199;< 5.000 EW 
2022;61763;46,4;4379;< 5.000 EW 
2022;61764;48,4;3862;< 5.000 EW 
2022;61765;50,6;5668;5.000 - 10.000 EW 
2022;61766;127,2;11993;10.000 - 50.000 EW 
2022;62125;65,7;2586;< 5.000 EW 
2022;62232;23,2;1593;< 5.000 EW 
2022;62252;34,2;1466;< 5.000 EW 
2022;62266;29,8;2367;< 5.000 EW 
2022;62269;33,8;2115;< 5.000 EW 
2022;62271;37,5;3778;< 5.000 EW 
2022;62311;27,7;1362;< 5.000 EW 
2022;62314;27,7;1392;< 5.000 EW 
2022;62330;22,8;1611;< 5.000 EW 
2022;62343;22,8;1360;< 5.000 EW 
2022;62377;22,8;1767;< 5.000 EW 
2022;62380;22,3;5977;5.000 - 10.000 EW 
2022;62381;45;3189;< 5.000 EW 
2022;62382;36,5;4634;< 5.000 EW 
2022;62383;36,7;3508;< 5.000 EW 
2022;62384;31,4;3095;< 5.000 EW 
2022;62385;45;2534;< 5.000 EW 
2022;62388;22,8;2897;< 5.000 EW 
2022;62389;31,4;3788;< 5.000 EW 
2023;20101;183,7;104866;> 50.000 EW 
2023;20201;200,9;65600;> 50.000 EW 
2023;20402;101,6;8243;5.000 - 10.000 EW 
2023;20403;57,3;2533;< 5.000 EW 
2023;20405;76,6;7464;5.000 - 10.000 EW 
2023;20409;78,6;3063;< 5.000 EW 
2023;20412;129,6;2436;< 5.000 EW 
2023;20414;86,6;3155;< 5.000 EW 
2023;20415;229;3525;< 5.000 EW 
2023;20416;57,3;1791;< 5.000 EW 
2023;20417;104,8;2719;< 5.000 EW 
2023;20418;110,6;4006;< 5.000 EW 
2023;20419;171,4;1648;< 5.000 EW 
2023;20421;99,7;4594;< 5.000 EW 
2023;20424;301,3;2941;< 5.000 EW 
2023;20425;82;3303;< 5.000 EW 
2023;20428;43,2;1088;< 5.000 EW 
2023;20432;87,9;2681;< 5.000 EW 
2023;20435;99,7;2226;< 5.000 EW 
2023;20441;43,2;584;< 5.000 EW 
2023;20442;81,7;3708;< 5.000 EW 
2023;20501;73,7;4920;< 5.000 EW 
2023;20502;48;2757;< 5.000 EW 
2023;20504;48;1223;< 5.000 EW 
2023;20512;48;1957;< 5.000 EW 
2023;20515;69,4;3411;< 5.000 EW 
2023;20520;47,1;1320;< 5.000 EW 
2023;20523;94,2;3620;< 5.000 EW 
2023;20527;101,7;12264;10.000 - 50.000 EW 
2023;20534;94,4;3595;< 5.000 EW 
2023;20721;71,1;1905;< 5.000 EW 
2023;20722;71,1;4342;< 5.000 EW 
2023;20725;107;9098;5.000 - 10.000 EW 
2023;20727;115,5;5650;5.000 - 10.000 EW 
2023;20801;38,2;3989;< 5.000 EW 
2023;20802;56,2;789;< 5.000 EW 
2023;20803;54;5914;5.000 - 10.000 EW 
2023;20804;38,8;2208;< 5.000 EW 
2023;20805;36,6;2266;< 5.000 EW 
2023;20806;43,2;1793;< 5.000 EW 
2023;20807;38,8;1577;< 5.000 EW 
2023;20808;56,2;3393;< 5.000 EW 
2023;20810;30,1;1015;< 5.000 EW 
2023;20812;30,1;1507;< 5.000 EW 
2023;20813;78,1;4637;< 5.000 EW 
2023;20815;38,8;1966;< 5.000 EW 
2023;20817;62,7;10956;10.000 - 50.000 EW 
2023;20901;66,6;4265;< 5.000 EW 
2023;20905;66,6;2428;< 5.000 EW 
2023;20909;24,8;2787;< 5.000 EW 
2023;20911;39;895;< 5.000 EW 
2023;20913;66,9;9841;5.000 - 10.000 EW 
2023;20914;39,3;1913;< 5.000 EW 
2023;20918;40,8;3160;< 5.000 EW 
2023;20923;92,4;25084;10.000 - 50.000 EW 
2023;21002;88,5;14427;10.000 - 50.000 EW 
2023;21003;48,7;1760;< 5.000 EW 
2023;60101;415;302749;> 50.000 EW 
2023;60101;415;154121;> 50.000 EW 
2023;60101;415;148628;> 50.000 EW 
2023;60305;73,8;3213;< 5.000 EW 
2023;60318;122,4;3668;< 5.000 EW 
2023;60323;33,9;1576;< 5.000 EW 
2023;60324;54,4;1916;< 5.000 EW 
2023;60326;64,9;1700;< 5.000 EW 
2023;60329;45,7;1292;< 5.000 EW 
2023;60341;39;1670;< 5.000 EW 
2023;60344;76,2;11753;10.000 - 50.000 EW 
2023;60345;31,9;6301;5.000 - 10.000 EW 
2023;60346;73,8;4095;< 5.000 EW 
2023;60347;33,9;3025;< 5.000 EW 
2023;60348;100,9;3654;< 5.000 EW 
2023;60349;51,8;4413;< 5.000 EW 
2023;60350;59,2;8656;5.000 - 10.000 EW 
2023;60351;33,9;4286;< 5.000 EW 
2023;60608;236,4;7287;5.000 - 10.000 EW 
2023;60611;195,2;4237;< 5.000 EW 
2023;60613;127,1;8310;5.000 - 10.000 EW 
2023;60617;242,6;5483;5.000 - 10.000 EW 
2023;60618;115,3;1622;< 5.000 EW 
2023;60619;150;3777;< 5.000 EW 
2023;60623;168,9;2878;< 5.000 EW 
2023;60624;184,5;8662;5.000 - 10.000 EW 
2023;60626;95,1;3922;< 5.000 EW 
2023;60628;143,4;2881;< 5.000 EW 
2023;60629;159,1;5581;5.000 - 10.000 EW 
2023;60632;127,1;2413;< 5.000 EW 
2023;60639;88,6;1503;< 5.000 EW 
2023;60641;88,6;1278;< 5.000 EW 
2023;60642;84;2167;< 5.000 EW 
2023;60645;82,7;3202;< 5.000 EW 
2023;60646;254,5;3033;< 5.000 EW 
2023;60647;88,6;702;< 5.000 EW 
2023;60648;161,8;2498;< 5.000 EW 
2023;60651;82,6;2075;< 5.000 EW 
2023;60653;126,6;4789;< 5.000 EW 
2023;60654;186,3;2739;< 5.000 EW 
2023;60655;128,4;2848;< 5.000 EW 
2023;60656;128,4;1661;< 5.000 EW 
2023;60659;82,6;4464;< 5.000 EW 
2023;60660;119,3;3767;< 5.000 EW 
2023;60661;102,4;7243;5.000 - 10.000 EW 
2023;60662;120,3;4962;< 5.000 EW 
2023;60663;109;6668;5.000 - 10.000 EW 
2023;60664;149,1;12879;10.000 - 50.000 EW 
2023;60665;115,3;7360;5.000 - 10.000 EW 
2023;60666;86,5;2751;< 5.000 EW 
2023;60667;197,8;4983;< 5.000 EW 
2023;60668;59,5;3758;< 5.000 EW 
2023;60669;271,3;12258;10.000 - 50.000 EW 
2023;60670;194;7081;5.000 - 10.000 EW 
2023;61001;119,1;1630;< 5.000 EW 
2023;61002;36;982;< 5.000 EW 
2023;61007;97,6;1387;< 5.000 EW 
2023;61008;43,7;1280;< 5.000 EW 
2023;61012;102,8;2883;< 5.000 EW 
2023;61013;47,2;2228;< 5.000 EW 
2023;61016;58;1989;< 5.000 EW 
2023;61017;100,8;1547;< 5.000 EW 
2023;61019;51,6;1167;< 5.000 EW 
2023;61020;97,3;1367;< 5.000 EW 
2023;61021;75,4;2281;< 5.000 EW 
2023;61024;36;2036;< 5.000 EW 
2023;61027;57,4;1603;< 5.000 EW 
2023;61030;51,6;1730;< 5.000 EW 
2023;61032;36;1966;< 5.000 EW 
2023;61033;63,2;2336;< 5.000 EW 
2023;61043;110,8;3907;< 5.000 EW 
2023;61045;136;6525;5.000 - 10.000 EW 
2023;61049;62,6;2408;< 5.000 EW 
2023;61050;62,6;3195;< 5.000 EW 
2023;61051;51,6;2810;< 5.000 EW 
2023;61052;58,8;2920;< 5.000 EW 
2023;61053;145,8;13362;10.000 - 50.000 EW 
2023;61054;47,6;3536;< 5.000 EW 
2023;61055;57,4;1602;< 5.000 EW 
2023;61057;43,7;2366;< 5.000 EW 
2023;61059;119,1;5749;5.000 - 10.000 EW 
2023;61060;44,7;4462;< 5.000 EW 
2023;61061;57,2;6447;5.000 - 10.000 EW 
2023;61611;60,7;2448;< 5.000 EW 
2023;61612;55,6;3218;< 5.000 EW 
2023;61615;55,6;2191;< 5.000 EW 
2023;61618;44,7;1721;< 5.000 EW 
2023;61624;67,6;3211;< 5.000 EW 
2023;61625;76;9617;5.000 - 10.000 EW 
2023;61626;91,5;5816;5.000 - 10.000 EW 
2023;61629;42,3;1004;< 5.000 EW 
2023;61631;63,8;9601;5.000 - 10.000 EW 
2023;61633;75;4324;< 5.000 EW 
2023;61701;97,8;2268;< 5.000 EW 
2023;61710;45,3;1213;< 5.000 EW 
2023;61716;43,5;2996;< 5.000 EW 
2023;61719;93,5;2379;< 5.000 EW 
2023;61727;88;2555;< 5.000 EW 
2023;61729;88,3;2137;< 5.000 EW 
2023;61730;101,6;2273;< 5.000 EW 
2023;61731;71,5;1334;< 5.000 EW 
2023;61740;45,3;2035;< 5.000 EW 
2023;61746;54,7;4209;< 5.000 EW 
2023;61748;45,7;4485;< 5.000 EW 
2023;61751;71,5;2467;< 5.000 EW 
2023;61760;93,5;11525;10.000 - 50.000 EW 
2023;61761;46;1654;< 5.000 EW 
2023;61762;37,8;2199;< 5.000 EW 
2023;61763;46;4379;< 5.000 EW 
2023;61764;48,5;3862;< 5.000 EW 
2023;61765;54,3;5668;5.000 - 10.000 EW 
2023;61766;129,3;11993;10.000 - 50.000 EW 
2023;62125;76,6;2586;< 5.000 EW 
2023;62232;23;1593;< 5.000 EW 
2023;62252;35,6;1466;< 5.000 EW 
2023;62266;30,7;2367;< 5.000 EW 
2023;62269;33,6;2115;< 5.000 EW 
2023;62271;41,8;3778;< 5.000 EW 
2023;62311;32,4;1362;< 5.000 EW 
2023;62314;32,4;1392;< 5.000 EW 
2023;62330;25,8;1611;< 5.000 EW 
2023;62343;25,8;1360;< 5.000 EW 
2023;62377;25,8;1767;< 5.000 EW 
2023;62380;26,6;5977;5.000 - 10.000 EW 
2023;62381;50,1;3189;< 5.000 EW 
2023;62382;40,6;4634;< 5.000 EW 
2023;62383;43,2;3508;< 5.000 EW 
2023;62384;36,9;3095;< 5.000 EW 
2023;62385;50,1;2534;< 5.000 EW 
2023;62388;25,8;2897;< 5.000 EW 
2023;62389;36,9;3788;< 5.000 EW 
