JAHR;MONAT;ZAEHLSTELLE;FAHRZEUGKLASSE;ANZAHL
2014;11;711;Kfz <= 3,5t hzG;24667.434
2014;11;800;Kfz;16475.334
2014;11;800;Kfz > 3,5t hzG;1402.0667
2014;11;800;Kfz <= 3,5t hzG;15073.267
2014;11;960;Kfz;19765.166
2014;11;960;Kfz > 3,5t hzG;1642.2333
2014;11;960;Kfz <= 3,5t hzG;18122.934
2014;11;620;Kfz;43195.2
2014;11;620;Kfz > 3,5t hzG;3943.2
2014;11;620;Kfz <= 3,5t hzG;39252.0
2014;11;2245;Kfz;14322.0
2014;11;2245;Kfz > 3,5t hzG;1132.1
2014;11;2245;Kfz <= 3,5t hzG;13190.767
2014;11;538;Kfz;18094.0
2014;11;538;Kfz > 3,5t hzG;843.93335
2014;11;538;Kfz <= 3,5t hzG;17251.7
2014;11;89;Kfz;17970.0
2014;11;89;Kfz > 3,5t hzG;1017.5333
2014;11;89;Kfz <= 3,5t hzG;16953.8
2014;11;544;Kfz;20705.0
2014;11;544;Kfz > 3,5t hzG;1286.4667
2014;11;544;Kfz <= 3,5t hzG;19419.033
2014;11;461;Kfz;30025.0
2014;11;461;Kfz > 3,5t hzG;2391.4
2014;11;461;Kfz <= 3,5t hzG;27634.834
2014;11;554;Kfz;21292.0
2014;11;554;Kfz > 3,5t hzG;1873.3
2014;11;554;Kfz <= 3,5t hzG;19419.8
2014;11;941;Kfz > 3,5t hzG;1342.5333
2014;11;43;Kfz;12990.0
2014;11;43;Kfz > 3,5t hzG;1253.8334
2014;11;43;Kfz <= 3,5t hzG;11737.434
2014;11;478;Kfz;16506.0
2014;11;478;Kfz > 3,5t hzG;1391.4333
2014;11;478;Kfz <= 3,5t hzG;15115.5
2014;11;484;Kfz;22073.0
2014;11;484;Kfz > 3,5t hzG;1664.7667
2014;11;484;Kfz <= 3,5t hzG;20408.934
2014;11;490;Kfz;22670.0
2014;11;490;Kfz > 3,5t hzG;1737.7
2014;11;490;Kfz <= 3,5t hzG;20933.367
2014;11;784;Kfz;14790.0
2014;11;784;Kfz > 3,5t hzG;1631.7667
2014;11;784;Kfz <= 3,5t hzG;13159.233
2014;11;8156;Kfz;12538.0
2014;11;8156;Kfz > 3,5t hzG;1602.8667
2014;11;8156;Kfz <= 3,5t hzG;10936.167
2014;11;680;Kfz;13309.0
2014;11;680;Kfz > 3,5t hzG;1504.7
2014;11;680;Kfz <= 3,5t hzG;11805.7
2014;11;686;Kfz;9687.0
2014;11;686;Kfz > 3,5t hzG;1277.2
2014;11;686;Kfz <= 3,5t hzG;8410.767
2014;11;8081;Kfz;6189.0
2014;11;8081;Kfz > 3,5t hzG;1101.2333
2014;11;8081;Kfz <= 3,5t hzG;5088.4
2014;11;9990;Kfz > 3,5t hzG;1193.2667
2014;11;715;Kfz;9349.0
2014;11;715;Kfz > 3,5t hzG;1205.7333
2014;11;715;Kfz <= 3,5t hzG;8143.5
2014;11;719;Kfz;10139.0
2014;11;719;Kfz > 3,5t hzG;1223.9333
2014;11;719;Kfz <= 3,5t hzG;8916.0
2014;11;92;Kfz;16316.0
2014;11;92;Kfz > 3,5t hzG;660.6667
2014;11;92;Kfz <= 3,5t hzG;15656.2
2014;11;532;Kfz;21654.0
2014;11;532;Kfz > 3,5t hzG;1129.1333
2014;11;532;Kfz <= 3,5t hzG;20525.133
2014;11;3094;Kfz;13966.0
2014;11;3094;Kfz > 3,5t hzG;938.06665
2014;11;3094;Kfz <= 3,5t hzG;13029.434
2014;11;98;Kfz;10835.0
2014;11;98;Kfz > 3,5t hzG;772.5
2014;11;514;Kfz > 3,5t hzG;1735.6333
2014;11;98;Kfz <= 3,5t hzG;10063.566
2014;11;104;Kfz;9056.0
2014;11;104;Kfz > 3,5t hzG;558.9
2014;11;104;Kfz <= 3,5t hzG;8498.5
2014;11;52;Kfz;27742.0
2014;11;52;Kfz > 3,5t hzG;2829.2334
2014;11;52;Kfz <= 3,5t hzG;24914.232
2014;11;434;Kfz;26834.0
2014;11;434;Kfz > 3,5t hzG;2728.2
2014;11;434;Kfz <= 3,5t hzG;24106.867
2014;11;441;Kfz;25497.0
2014;11;441;Kfz > 3,5t hzG;2426.4666
2014;11;441;Kfz <= 3,5t hzG;23071.967
2014;11;659;Kfz;14547.0
2014;11;659;Kfz > 3,5t hzG;1605.1333
2014;11;659;Kfz <= 3,5t hzG;12943.2
2014;11;453;Kfz > 3,5t hzG;1373.0333
2014;11;502;Kfz;15428.0
2014;11;502;Kfz > 3,5t hzG;1263.0
2014;11;502;Kfz <= 3,5t hzG;14165.634
2014;11;364;Kfz;18590.0
2014;11;364;Kfz > 3,5t hzG;1338.4333
2014;11;364;Kfz <= 3,5t hzG;17252.867
2014;11;368;Kfz;18696.0
2014;11;368;Kfz > 3,5t hzG;1475.8667
2014;11;368;Kfz <= 3,5t hzG;17220.434
2014;11;508;Kfz;19035.0
2014;11;508;Kfz > 3,5t hzG;1909.7333
2014;11;508;Kfz <= 3,5t hzG;17126.533
2014;11;514;Kfz;17760.0
2014;11;514;Kfz <= 3,5t hzG;16025.4
2014;11;520;Kfz;17570.0
2014;11;520;Kfz > 3,5t hzG;1310.9333
2014;11;520;Kfz <= 3,5t hzG;16259.733
2014;12;955;Kfz;24960.0
2014;12;955;Kfz > 3,5t hzG;554.3226
2014;12;955;Kfz <= 3,5t hzG;24406.322
2014;12;385;Kfz;56547.0
2014;12;385;Kfz > 3,5t hzG;7294.387
2014;12;385;Kfz <= 3,5t hzG;49253.547
2014;12;403;Kfz > 3,5t hzG;7346.1934
2014;12;409;Kfz > 3,5t hzG;7354.968
2014;12;415;Kfz;63961.0
2014;12;415;Kfz > 3,5t hzG;8624.322
2014;12;415;Kfz <= 3,5t hzG;55337.547
2014;12;423;Kfz;57985.0
2014;12;423;Kfz > 3,5t hzG;8003.3228
2014;12;423;Kfz <= 3,5t hzG;49981.934
2014;12;961;Kfz;56494.0
2014;12;961;Kfz > 3,5t hzG;8013.387
2014;12;961;Kfz <= 3,5t hzG;48481.29
2014;12;431;Kfz;54013.0
2014;12;431;Kfz > 3,5t hzG;7829.516
2014;12;431;Kfz <= 3,5t hzG;46184.902
2014;12;977;Kfz;51245.0
2014;12;977;Kfz > 3,5t hzG;7793.129
2014;12;977;Kfz <= 3,5t hzG;43453.066
2014;12;983;Kfz;49102.0
2014;12;983;Kfz > 3,5t hzG;7615.7095
2014;12;983;Kfz <= 3,5t hzG;41486.742
2014;12;439;Kfz;49823.0
2014;12;439;Kfz > 3,5t hzG;7680.9033
2014;12;439;Kfz <= 3,5t hzG;42143.16
2014;12;991;Kfz;51214.0
2014;12;991;Kfz > 3,5t hzG;7852.0645
2014;12;991;Kfz <= 3,5t hzG;43363.387
2014;12;999;Kfz;51798.0
2014;12;999;Kfz > 3,5t hzG;7890.9355
2014;12;999;Kfz <= 3,5t hzG;43907.742
2014;12;450;Kfz;54084.0
2014;12;450;Kfz > 3,5t hzG;7831.4194
2014;12;450;Kfz <= 3,5t hzG;46252.805
2014;12;459;Kfz;56824.0
2014;12;459;Kfz > 3,5t hzG;7861.2256
2014;12;459;Kfz <= 3,5t hzG;48964.16
2014;12;467;Kfz;74562.0
2014;12;467;Kfz > 3,5t hzG;9589.0
2014;12;467;Kfz <= 3,5t hzG;64973.902
2014;12;4122;Kfz > 3,5t hzG;10837.322
2014;12;110;Kfz;87895.0
2014;12;110;Kfz > 3,5t hzG;10802.129
2014;12;110;Kfz <= 3,5t hzG;77093.74
2014;12;483;Kfz;40256.0
2014;12;483;Kfz > 3,5t hzG;4047.6775
2014;12;483;Kfz <= 3,5t hzG;36209.03
2014;12;120;Kfz;46598.0
2014;12;120;Kfz > 3,5t hzG;4785.0645
2014;12;120;Kfz <= 3,5t hzG;41813.71
2014;12;128;Kfz;42480.0
2014;12;128;Kfz > 3,5t hzG;4551.6772
2014;12;128;Kfz <= 3,5t hzG;37929.805
2014;12;253;Kfz;38343.0
2014;12;253;Kfz > 3,5t hzG;3997.5483
2014;12;253;Kfz <= 3,5t hzG;34345.84
2014;12;259;Kfz;29937.0
2014;12;259;Kfz > 3,5t hzG;3459.9355
2014;12;259;Kfz <= 3,5t hzG;26478.613
2014;12;137;Kfz;31697.0
2014;12;137;Kfz > 3,5t hzG;3388.3547
2014;12;137;Kfz <= 3,5t hzG;28310.42
2014;12;144;Kfz;30862.0
2014;12;144;Kfz > 3,5t hzG;3216.7742
2014;12;144;Kfz <= 3,5t hzG;27645.645
2014;12;265;Kfz;35212.0
2014;12;265;Kfz > 3,5t hzG;3217.1936
2014;12;265;Kfz <= 3,5t hzG;31995.902
2014;12;272;Kfz;42280.0
2014;12;272;Kfz > 3,5t hzG;3481.8064
2014;12;272;Kfz <= 3,5t hzG;38799.098
2014;12;492;Kfz;57569.0
2014;12;492;Kfz > 3,5t hzG;4381.5806
2014;12;492;Kfz <= 3,5t hzG;53187.742
2014;12;498;Kfz;83167.0
2014;12;498;Kfz > 3,5t hzG;6003.7744
2014;12;498;Kfz <= 3,5t hzG;77164.13
2014;12;506;Kfz;71880.0
2014;12;506;Kfz > 3,5t hzG;4962.7417
2014;12;506;Kfz <= 3,5t hzG;66918.516
2014;12;277;Kfz;68591.0
2014;12;277;Kfz > 3,5t hzG;5333.8066
2014;12;277;Kfz <= 3,5t hzG;63257.87
2014;12;5022;Kfz;36667.0
2014;12;5022;Kfz > 3,5t hzG;4813.2583
2014;12;5022;Kfz <= 3,5t hzG;31855.58
2014;12;515;Kfz > 3,5t hzG;6277.4194
2014;12;395;Kfz > 3,5t hzG;1838.1613
2014;12;525;Kfz;138083.0
2014;12;525;Kfz > 3,5t hzG;9781.29
2014;12;525;Kfz <= 3,5t hzG;128302.61
2014;12;533;Kfz > 3,5t hzG;7850.3228
2014;12;3;Kfz > 3,5t hzG;6250.4194
2014;12;394;Kfz;78774.0
2014;12;394;Kfz > 3,5t hzG;5453.7744
2014;12;394;Kfz <= 3,5t hzG;73321.55
2014;12;543;Kfz;69445.0
2014;12;543;Kfz > 3,5t hzG;5296.839
2014;12;543;Kfz <= 3,5t hzG;64149.098
2014;12;517;Kfz;51950.0
2014;12;517;Kfz > 3,5t hzG;4281.5806
2014;12;517;Kfz <= 3,5t hzG;47669.227
2014;12;11;Kfz;33109.0
2014;12;11;Kfz > 3,5t hzG;3149.742
2014;12;11;Kfz <= 3,5t hzG;29960.742
2014;12;244;Kfz;24190.0
2014;12;244;Kfz > 3,5t hzG;2746.2903
2014;12;244;Kfz <= 3,5t hzG;21445.193
2014;12;348;Kfz;25410.0
2014;12;348;Kfz > 3,5t hzG;2973.3225
2014;12;348;Kfz <= 3,5t hzG;22436.871
2014;12;354;Kfz;25190.0
2014;12;354;Kfz > 3,5t hzG;2986.9033
2014;12;354;Kfz <= 3,5t hzG;22203.613
2014;12;361;Kfz;28640.0
2014;12;361;Kfz > 3,5t hzG;3229.0967
2014;12;361;Kfz <= 3,5t hzG;25411.484
2014;12;366;Kfz;31590.0
2014;12;366;Kfz > 3,5t hzG;3385.6453
2014;12;366;Kfz <= 3,5t hzG;28205.549
2014;12;373;Kfz;38370.0
2014;12;373;Kfz > 3,5t hzG;3940.6775
2014;12;373;Kfz <= 3,5t hzG;34429.773
2014;12;379;Kfz;48423.0
2014;12;379;Kfz > 3,5t hzG;4462.2905
2014;12;379;Kfz <= 3,5t hzG;43961.582
2014;12;553;Kfz;56421.0
2014;12;553;Kfz > 3,5t hzG;4910.9033
2014;12;553;Kfz <= 3,5t hzG;51510.934
2014;12;387;Kfz;37111.0
2014;12;387;Kfz > 3,5t hzG;2900.4517
2014;12;387;Kfz <= 3,5t hzG;34211.516
2014;12;534;Kfz;15607.0
2014;12;534;Kfz > 3,5t hzG;1990.6129
2014;12;534;Kfz <= 3,5t hzG;13617.161
2014;12;551;Kfz;19241.0
2014;12;551;Kfz > 3,5t hzG;2244.3872
2014;12;551;Kfz <= 3,5t hzG;16997.258
2014;12;558;Kfz;17298.0
2014;12;558;Kfz > 3,5t hzG;1984.7097
2014;12;558;Kfz <= 3,5t hzG;15314.774
2014;12;563;Kfz;22804.0
2014;12;563;Kfz > 3,5t hzG;2187.2258
2014;12;563;Kfz <= 3,5t hzG;20617.838
2014;12;561;Kfz;19360.0
2014;12;561;Kfz > 3,5t hzG;2440.3872
2014;12;561;Kfz <= 3,5t hzG;16921.516
2014;12;569;Kfz;30988.0
2014;12;569;Kfz > 3,5t hzG;2727.6453
2014;12;569;Kfz <= 3,5t hzG;28261.516
2014;12;576;Kfz;32298.0
2014;12;576;Kfz > 3,5t hzG;2765.8064
2014;12;576;Kfz <= 3,5t hzG;29533.162
2014;12;581;Kfz;22912.0
2014;12;581;Kfz > 3,5t hzG;3092.9033
2014;12;581;Kfz <= 3,5t hzG;19819.227
2014;12;588;Kfz;13988.0
2014;12;588;Kfz > 3,5t hzG;2687.4517
2014;12;588;Kfz <= 3,5t hzG;11301.968
2014;12;595;Kfz;8264.0
2014;12;595;Kfz > 3,5t hzG;2435.0322
2014;12;595;Kfz <= 3,5t hzG;5830.129
2014;12;524;Kfz;32258.0
2014;12;524;Kfz > 3,5t hzG;1347.129
2014;12;524;Kfz <= 3,5t hzG;30911.871
2014;12;55;Kfz;29273.0
2014;12;55;Kfz > 3,5t hzG;1313.129
2014;12;55;Kfz <= 3,5t hzG;27960.936
2014;12;526;Kfz;29379.0
2014;12;526;Kfz > 3,5t hzG;1256.9354
2014;12;526;Kfz <= 3,5t hzG;28123.064
2014;12;47;Kfz;70403.0
2014;12;47;Kfz > 3,5t hzG;3815.0
2014;12;47;Kfz <= 3,5t hzG;66589.0
2014;12;567;Kfz;85893.0
2014;12;567;Kfz > 3,5t hzG;7101.3228
2014;12;567;Kfz <= 3,5t hzG;78793.09
2014;12;17;Kfz;54373.0
2014;12;17;Kfz > 3,5t hzG;6258.1934
2014;12;17;Kfz <= 3,5t hzG;48115.87
2014;12;23;Kfz;52600.0
2014;12;23;Kfz > 3,5t hzG;6411.387
2014;12;23;Kfz <= 3,5t hzG;46190.387
2014;12;29;Kfz;54882.0
2014;12;29;Kfz > 3,5t hzG;6497.4517
2014;12;29;Kfz <= 3,5t hzG;48385.418
2014;12;61;Kfz;41545.0
2014;12;61;Kfz > 3,5t hzG;4516.2256
2014;12;61;Kfz <= 3,5t hzG;37029.16
2014;12;67;Kfz;30994.0
2014;12;67;Kfz > 3,5t hzG;4331.161
2014;12;67;Kfz <= 3,5t hzG;26663.936
2014;12;479;Kfz;27814.0
2014;12;479;Kfz > 3,5t hzG;4067.0967
2014;12;479;Kfz <= 3,5t hzG;23747.42
2014;12;75;Kfz;25647.0
2014;12;75;Kfz > 3,5t hzG;4023.3547
2014;12;75;Kfz <= 3,5t hzG;21624.42
2014;12;35;Kfz;29821.871
2014;12;35;Kfz > 3,5t hzG;2501.6775
2014;12;35;Kfz <= 3,5t hzG;27320.193
2014;12;390;Kfz;23166.322
2014;12;390;Kfz > 3,5t hzG;2274.7742
2014;12;390;Kfz <= 3,5t hzG;20891.549
2014;12;756;Kfz;18363.0
2014;12;756;Kfz > 3,5t hzG;2020.1936
2014;12;756;Kfz <= 3,5t hzG;16343.807
2014;12;762;Kfz > 3,5t hzG;1824.9678
2014;12;577;Kfz;71919.0
2014;12;577;Kfz > 3,5t hzG;3982.1292
2014;12;577;Kfz <= 3,5t hzG;67937.06
2014;12;217;Kfz > 3,5t hzG;2783.3547
2014;12;583;Kfz;86371.0
2014;12;583;Kfz > 3,5t hzG;3896.742
2014;12;583;Kfz <= 3,5t hzG;82475.58
2014;12;324;Kfz > 3,5t hzG;4028.3547
2014;12;599;Kfz;61538.0
2014;12;599;Kfz > 3,5t hzG;2430.0967
2014;12;599;Kfz <= 3,5t hzG;59108.355
2014;12;153;Kfz;34224.0
2014;12;153;Kfz > 3,5t hzG;1651.5807
2014;12;153;Kfz <= 3,5t hzG;32573.0
2014;12;606;Kfz;16644.0
2014;12;606;Kfz > 3,5t hzG;2553.1614
2014;12;606;Kfz <= 3,5t hzG;14092.0
2014;12;491;Kfz;27462.0
2014;12;491;Kfz > 3,5t hzG;3818.0967
2014;12;491;Kfz <= 3,5t hzG;23644.58
2014;12;162;Kfz;42980.0
2014;12;162;Kfz > 3,5t hzG;8256.581
2014;12;162;Kfz <= 3,5t hzG;34725.098
2014;12;169;Kfz;33358.0
2014;12;169;Kfz > 3,5t hzG;7725.5806
2014;12;169;Kfz <= 3,5t hzG;25633.42
2014;12;611;Kfz;31439.0
2014;12;611;Kfz > 3,5t hzG;7706.839
2014;12;611;Kfz <= 3,5t hzG;23733.613
2014;12;174;Kfz;28776.0
2014;12;174;Kfz > 3,5t hzG;7513.4517
2014;12;174;Kfz <= 3,5t hzG;21263.227
2014;12;180;Kfz;28603.0
2014;12;180;Kfz > 3,5t hzG;7600.9033
2014;12;180;Kfz <= 3,5t hzG;21002.742
2015;01;67;Kfz <= 3,5t hzG;24365.549
2014;12;186;Kfz;24999.0
2014;12;186;Kfz > 3,5t hzG;6881.129
2014;12;186;Kfz <= 3,5t hzG;18118.967
2014;12;194;Kfz;23994.0
2014;12;194;Kfz > 3,5t hzG;6869.1934
2014;12;194;Kfz <= 3,5t hzG;17126.227
2014;12;201;Kfz;20706.0
2014;12;201;Kfz > 3,5t hzG;2940.1292
2014;12;201;Kfz <= 3,5t hzG;17766.678
2014;12;207;Kfz;17768.0
2014;12;207;Kfz > 3,5t hzG;2822.3225
2014;12;207;Kfz <= 3,5t hzG;14946.3545
2014;12;213;Kfz;14898.0
2014;12;213;Kfz > 3,5t hzG;2721.8064
2014;12;213;Kfz <= 3,5t hzG;12177.29
2014;12;217;Kfz;14409.0
2014;12;217;Kfz <= 3,5t hzG;11625.774
2014;12;223;Kfz;12977.0
2014;12;223;Kfz > 3,5t hzG;2729.4517
2014;12;223;Kfz <= 3,5t hzG;10248.29
2014;12;6097;Kfz > 3,5t hzG;2686.1614
2014;12;402;Kfz;22688.0
2014;12;402;Kfz > 3,5t hzG;3349.9033
2014;12;402;Kfz <= 3,5t hzG;19338.742
2014;12;408;Kfz;18328.0
2014;12;408;Kfz > 3,5t hzG;3215.9033
2014;12;408;Kfz <= 3,5t hzG;15113.0
2014;12;414;Kfz;18573.0
2014;12;414;Kfz > 3,5t hzG;3245.6453
2014;12;414;Kfz <= 3,5t hzG;15328.451
2014;12;420;Kfz;18888.0
2014;12;420;Kfz > 3,5t hzG;3251.3225
2014;12;420;Kfz <= 3,5t hzG;15637.226
2014;12;426;Kfz;19164.0
2014;12;426;Kfz > 3,5t hzG;3267.3547
2014;12;426;Kfz <= 3,5t hzG;15897.064
2014;12;432;Kfz;22678.0
2014;12;432;Kfz > 3,5t hzG;3512.8708
2014;12;432;Kfz <= 3,5t hzG;19165.742
2014;12;6086;Kfz;19454.0
2014;12;6086;Kfz > 3,5t hzG;2722.9355
2014;12;6086;Kfz <= 3,5t hzG;16731.098
2014;12;438;Kfz;20445.0
2014;12;438;Kfz > 3,5t hzG;2740.258
2014;12;438;Kfz <= 3,5t hzG;17705.742
2014;12;618;Kfz;38780.0
2014;12;618;Kfz > 3,5t hzG;3847.0322
2014;12;618;Kfz <= 3,5t hzG;34933.387
2014;12;444;Kfz;30537.0
2014;12;444;Kfz > 3,5t hzG;3787.3225
2014;12;444;Kfz <= 3,5t hzG;26750.709
2014;12;451;Kfz;59229.0
2014;12;451;Kfz > 3,5t hzG;4454.9033
2014;12;451;Kfz <= 3,5t hzG;54774.84
2014;12;6070;Kfz > 3,5t hzG;4105.968
2014;12;356;Kfz;38993.0
2014;12;356;Kfz > 3,5t hzG;3360.3547
2014;12;356;Kfz <= 3,5t hzG;35633.547
2014;12;457;Kfz;29304.0
2014;12;457;Kfz > 3,5t hzG;3020.742
2014;12;457;Kfz <= 3,5t hzG;26284.322
2014;12;463;Kfz;23847.0
2014;12;463;Kfz > 3,5t hzG;2804.1614
2014;12;463;Kfz <= 3,5t hzG;21044.162
2014;12;471;Kfz;14538.0
2014;12;471;Kfz > 3,5t hzG;2305.484
2014;12;471;Kfz <= 3,5t hzG;12233.968
2014;12;625;Kfz;58468.0
2014;12;625;Kfz > 3,5t hzG;4687.5806
2014;12;625;Kfz <= 3,5t hzG;53781.098
2014;12;499;Kfz;45020.0
2014;12;499;Kfz > 3,5t hzG;4166.4517
2014;12;499;Kfz <= 3,5t hzG;40854.387
2014;12;285;Kfz;41873.0
2014;12;285;Kfz > 3,5t hzG;3975.5483
2014;12;285;Kfz <= 3,5t hzG;37898.418
2014;12;291;Kfz;35323.0
2014;12;291;Kfz > 3,5t hzG;3799.2258
2014;12;291;Kfz <= 3,5t hzG;31524.871
2014;12;297;Kfz;32997.0
2014;12;297;Kfz > 3,5t hzG;3722.5483
2014;12;297;Kfz <= 3,5t hzG;29274.807
2014;12;303;Kfz;31731.0
2014;12;303;Kfz > 3,5t hzG;3555.2903
2014;12;303;Kfz <= 3,5t hzG;28177.227
2014;12;309;Kfz;29071.0
2014;12;309;Kfz > 3,5t hzG;3413.1292
2014;12;309;Kfz <= 3,5t hzG;25659.516
2014;12;317;Kfz;31793.0
2014;12;317;Kfz > 3,5t hzG;3519.8386
2014;12;317;Kfz <= 3,5t hzG;28274.291
2014;12;323;Kfz;25214.0
2014;12;323;Kfz > 3,5t hzG;3224.4517
2014;12;323;Kfz <= 3,5t hzG;21990.678
2014;12;330;Kfz;26601.0
2014;12;330;Kfz > 3,5t hzG;3331.3872
2014;12;330;Kfz <= 3,5t hzG;23270.193
2014;12;336;Kfz;12874.0
2014;12;336;Kfz > 3,5t hzG;2498.0645
2014;12;336;Kfz <= 3,5t hzG;10377.258
2014;12;639;Kfz;12332.0
2014;12;639;Kfz > 3,5t hzG;2478.8386
2014;12;639;Kfz <= 3,5t hzG;9854.193
2014;12;605;Kfz;12576.0
2014;12;605;Kfz > 3,5t hzG;2366.9678
2014;12;605;Kfz <= 3,5t hzG;10209.678
2014;12;570;Kfz;15752.0
2014;12;570;Kfz > 3,5t hzG;2459.0322
2014;12;570;Kfz <= 3,5t hzG;13293.29
2014;12;613;Kfz > 3,5t hzG;2695.9678
2014;12;623;Kfz;18341.0
2014;12;623;Kfz > 3,5t hzG;2590.9678
2014;12;623;Kfz <= 3,5t hzG;15750.903
2015;01;762;Kfz > 3,5t hzG;1831.2903
2014;12;632;Kfz;7213.0
2014;12;632;Kfz > 3,5t hzG;1105.8064
2014;12;632;Kfz <= 3,5t hzG;6108.387
2014;12;7140;Kfz;6209.0
2014;12;7140;Kfz > 3,5t hzG;1079.2258
2014;12;7140;Kfz <= 3,5t hzG;5130.4194
2014;12;638;Kfz;37168.0
2014;12;638;Kfz > 3,5t hzG;5885.484
2014;12;638;Kfz <= 3,5t hzG;31284.162
2014;12;646;Kfz;36292.0
2014;12;646;Kfz > 3,5t hzG;6083.5806
2014;12;646;Kfz <= 3,5t hzG;30209.807
2014;12;103;Kfz;37302.0
2014;12;103;Kfz > 3,5t hzG;5944.4517
2014;12;103;Kfz <= 3,5t hzG;31358.227
2014;12;8045;Kfz <= 3,5t hzG;19994.451
2014;12;122;Kfz;41798.0
2014;12;122;Kfz > 3,5t hzG;6855.4194
2014;12;122;Kfz <= 3,5t hzG;34943.484
2014;12;87;Kfz;39732.0
2014;12;87;Kfz > 3,5t hzG;6134.613
2014;12;87;Kfz <= 3,5t hzG;33598.324
2014;12;152;Kfz;41108.0
2014;12;152;Kfz > 3,5t hzG;6166.613
2014;12;152;Kfz <= 3,5t hzG;34942.676
2014;12;172;Kfz;45631.0
2014;12;172;Kfz > 3,5t hzG;6376.2583
2014;12;172;Kfz <= 3,5t hzG;39256.258
2014;12;8046;Kfz;46774.0
2014;12;8046;Kfz > 3,5t hzG;6295.5806
2014;12;8046;Kfz <= 3,5t hzG;40479.195
2014;12;653;Kfz;52922.0
2014;12;653;Kfz > 3,5t hzG;6427.5806
2014;12;653;Kfz <= 3,5t hzG;46495.418
2014;12;495;Kfz;65541.0
2014;12;495;Kfz > 3,5t hzG;6560.0645
2014;12;495;Kfz <= 3,5t hzG;58982.387
2014;12;557;Kfz;54982.0
2014;12;557;Kfz > 3,5t hzG;3135.3547
2014;12;557;Kfz <= 3,5t hzG;51848.16
2014;12;644;Kfz;36821.0
2014;12;644;Kfz > 3,5t hzG;2768.8708
2014;12;644;Kfz <= 3,5t hzG;34052.324
2014;12;650;Kfz;34072.0
2014;12;650;Kfz > 3,5t hzG;2391.4517
2014;12;650;Kfz <= 3,5t hzG;31681.064
2014;12;656;Kfz;32765.0
2014;12;656;Kfz > 3,5t hzG;2362.0967
2014;12;656;Kfz <= 3,5t hzG;30403.678
2014;12;662;Kfz;25092.0
2014;12;662;Kfz > 3,5t hzG;1886.9032
2014;12;662;Kfz <= 3,5t hzG;23205.678
2014;12;668;Kfz;20202.0
2014;12;668;Kfz > 3,5t hzG;1552.258
2014;12;668;Kfz <= 3,5t hzG;18651.58
2014;12;674;Kfz;18306.0
2014;12;674;Kfz > 3,5t hzG;1344.6451
2014;12;674;Kfz <= 3,5t hzG;16962.033
2014;12;8126;Kfz;20512.0
2014;12;8126;Kfz > 3,5t hzG;1548.0968
2014;12;8126;Kfz <= 3,5t hzG;18965.098
2014;12;666;Kfz;22144.0
2014;12;666;Kfz > 3,5t hzG;1496.7097
2014;12;666;Kfz <= 3,5t hzG;20647.838
2014;12;183;Kfz;36625.0
2014;12;183;Kfz > 3,5t hzG;5139.5483
2014;12;183;Kfz <= 3,5t hzG;31486.742
2014;12;8045;Kfz;24779.0
2014;12;8045;Kfz > 3,5t hzG;4784.839
2014;12;694;Kfz;19453.0
2014;12;694;Kfz > 3,5t hzG;4772.0967
2014;12;694;Kfz <= 3,5t hzG;14681.742
2014;12;307;Kfz;19645.0
2014;12;307;Kfz > 3,5t hzG;4771.2905
2014;12;307;Kfz <= 3,5t hzG;14874.71
2014;12;550;Kfz;26983.0
2014;12;550;Kfz > 3,5t hzG;2980.484
2014;12;550;Kfz <= 3,5t hzG;24003.516
2014;12;710;Kfz;30215.0
2014;12;710;Kfz > 3,5t hzG;2970.6775
2014;12;710;Kfz <= 3,5t hzG;27246.064
2014;12;697;Kfz;44054.0
2014;12;697;Kfz > 3,5t hzG;2592.6128
2014;12;697;Kfz <= 3,5t hzG;41462.742
2014;12;714;Kfz;46859.0
2014;12;714;Kfz > 3,5t hzG;2578.7742
2014;12;714;Kfz <= 3,5t hzG;44281.645
2014;12;703;Kfz;45263.0
2014;12;703;Kfz > 3,5t hzG;2846.0967
2014;12;703;Kfz <= 3,5t hzG;42418.418
2014;12;560;Kfz;28643.0
2014;12;560;Kfz > 3,5t hzG;2168.3547
2014;12;560;Kfz <= 3,5t hzG;26475.451
2014;12;566;Kfz;26026.0
2014;12;566;Kfz > 3,5t hzG;1759.2903
2014;12;566;Kfz <= 3,5t hzG;24267.645
2014;12;709;Kfz;23067.0
2014;12;709;Kfz > 3,5t hzG;1374.9678
2014;12;709;Kfz <= 3,5t hzG;21693.258
2014;12;720;Kfz;38465.0
2014;12;720;Kfz > 3,5t hzG;6724.355
2014;12;720;Kfz <= 3,5t hzG;31741.936
2014;12;411;Kfz;37781.0
2014;12;411;Kfz > 3,5t hzG;6612.129
2014;12;411;Kfz <= 3,5t hzG;31169.709
2014;12;417;Kfz;38857.0
2014;12;417;Kfz > 3,5t hzG;6669.7744
2014;12;417;Kfz <= 3,5t hzG;32188.064
2014;12;726;Kfz;74205.0
2014;12;726;Kfz > 3,5t hzG;7962.5483
2014;12;726;Kfz <= 3,5t hzG;66243.58
2014;12;734;Kfz;98840.0
2014;12;734;Kfz > 3,5t hzG;3878.742
2014;12;734;Kfz <= 3,5t hzG;94961.805
2014;12;907;Kfz;98902.0
2014;12;907;Kfz > 3,5t hzG;3817.516
