JAHR;MONAT;ZAEHLSTELLE;FAHRZEUGKLASSE;ANZAHL
2017;08;330;Kfz;59308.0
2017;08;330;Kfz > 3,5t hzG;4504.3228
2017;08;330;Kfz <= 3,5t hzG;54805.098
2017;08;336;Kfz > 3,5t hzG;3348.3872
2017;08;639;Kfz;40875.0
2017;08;639;Kfz > 3,5t hzG;3321.742
2017;08;639;Kfz <= 3,5t hzG;37554.227
2017;08;605;Kfz;44239.0
2017;08;605;Kfz > 3,5t hzG;3214.2903
2017;08;605;Kfz <= 3,5t hzG;41024.902
2017;08;570;Kfz;49219.0
2017;08;570;Kfz > 3,5t hzG;3302.8708
2017;08;570;Kfz <= 3,5t hzG;45916.613
2017;08;613;Kfz;51335.0
2017;08;613;Kfz > 3,5t hzG;3641.2258
2017;08;613;Kfz <= 3,5t hzG;47694.418
2017;08;623;Kfz;51994.0
2017;08;623;Kfz > 3,5t hzG;3487.0322
2017;08;623;Kfz <= 3,5t hzG;48508.355
2017;08;342;Kfz;24661.0
2017;08;342;Kfz > 3,5t hzG;1264.0646
2017;08;342;Kfz <= 3,5t hzG;23398.42
2017;08;630;Kfz;13486.0
2017;08;630;Kfz > 3,5t hzG;912.80646
2017;08;630;Kfz <= 3,5t hzG;12573.968
2017;08;70;Kfz;28990.0
2017;08;70;Kfz > 3,5t hzG;1716.9678
2017;08;70;Kfz <= 3,5t hzG;27273.451
2017;08;632;Kfz;25641.0
2017;08;632;Kfz > 3,5t hzG;1595.4193
2017;08;632;Kfz <= 3,5t hzG;24046.58
2017;08;7140;Kfz;23216.0
2017;08;7140;Kfz > 3,5t hzG;1564.6451
2017;08;7140;Kfz <= 3,5t hzG;21652.193
2017;08;447;Kfz > 3,5t hzG;8368.3545
2017;08;638;Kfz;44176.0
2017;08;638;Kfz > 3,5t hzG;7235.0
2017;08;638;Kfz <= 3,5t hzG;36942.066
2017;08;96;Kfz;47793.0
2017;08;96;Kfz > 3,5t hzG;7587.2256
2017;08;96;Kfz <= 3,5t hzG;40205.87
2017;08;103;Kfz <= 3,5t hzG;40547.516
2017;08;122;Kfz;59105.0
2017;08;122;Kfz > 3,5t hzG;8660.0
2017;08;122;Kfz <= 3,5t hzG;50446.516
2017;08;87;Kfz;56971.0
2017;08;87;Kfz > 3,5t hzG;7797.871
2017;08;87;Kfz <= 3,5t hzG;49173.484
2017;08;152;Kfz;55602.0
2017;08;152;Kfz > 3,5t hzG;7733.387
2017;08;152;Kfz <= 3,5t hzG;47870.03
2017;08;164;Kfz;67019.0
2017;08;164;Kfz > 3,5t hzG;8009.0967
2017;08;164;Kfz <= 3,5t hzG;59011.098
2017;08;172;Kfz;66423.0
2017;08;172;Kfz > 3,5t hzG;8122.2905
2017;08;172;Kfz <= 3,5t hzG;58302.16
2017;08;8046;Kfz;66205.0
2017;08;8046;Kfz > 3,5t hzG;7974.3228
2017;08;8046;Kfz <= 3,5t hzG;58231.582
2017;08;464;Kfz;73010.0
2017;08;464;Kfz > 3,5t hzG;8136.516
2017;08;464;Kfz <= 3,5t hzG;64874.484
2017;08;495;Kfz;84906.0
2017;08;495;Kfz > 3,5t hzG;8620.387
2017;08;495;Kfz <= 3,5t hzG;76286.55
2017;08;518;Kfz;51059.0
2017;08;518;Kfz > 3,5t hzG;2812.6453
2017;08;518;Kfz <= 3,5t hzG;48247.484
2017;08;557;Kfz;74336.0
2017;08;557;Kfz > 3,5t hzG;3952.2903
2017;08;557;Kfz <= 3,5t hzG;70384.516
2017;08;644;Kfz;49522.0
2017;08;644;Kfz > 3,5t hzG;3320.2903
2017;08;644;Kfz <= 3,5t hzG;46201.97
2017;08;650;Kfz;47111.0
2017;08;650;Kfz > 3,5t hzG;2665.484
2017;08;650;Kfz <= 3,5t hzG;44446.195
2017;08;656;Kfz;45391.0
2017;08;656;Kfz > 3,5t hzG;2613.5483
2017;08;656;Kfz <= 3,5t hzG;42778.902
2017;08;662;Kfz;37499.0
2017;08;662;Kfz > 3,5t hzG;2101.5483
2017;08;662;Kfz <= 3,5t hzG;35398.324
2017;08;668;Kfz;25781.0
2017;08;668;Kfz > 3,5t hzG;1600.0322
2017;08;668;Kfz <= 3,5t hzG;24182.033
2017;08;674;Kfz;24129.0
2017;08;674;Kfz > 3,5t hzG;1300.1613
2017;08;674;Kfz <= 3,5t hzG;22830.0
2017;08;8126;Kfz;24733.0
2017;08;8126;Kfz > 3,5t hzG;1598.4517
2017;08;8126;Kfz <= 3,5t hzG;23135.838
2017;08;382;Kfz;26982.0
2017;08;382;Kfz > 3,5t hzG;1502.5161
2017;08;382;Kfz <= 3,5t hzG;25457.549
2017;08;601;Kfz;11838.0
2017;08;601;Kfz > 3,5t hzG;671.1613
2017;08;601;Kfz <= 3,5t hzG;11168.549
2017;08;183;Kfz;61337.0
2017;08;183;Kfz > 3,5t hzG;6957.7417
2017;08;183;Kfz <= 3,5t hzG;54380.16
2017;08;8045;Kfz;48675.0
2017;08;8045;Kfz > 3,5t hzG;6030.7744
2017;08;8045;Kfz <= 3,5t hzG;42645.453
2017;08;287;Kfz;42689.0
2017;08;287;Kfz > 3,5t hzG;5932.613
2017;08;287;Kfz <= 3,5t hzG;36757.453
2017;08;307;Kfz;43277.0
2017;08;307;Kfz > 3,5t hzG;5699.355
2017;08;307;Kfz <= 3,5t hzG;37578.805
2017;08;521;Kfz;24291.0
2017;08;521;Kfz > 3,5t hzG;1042.6451
2017;08;521;Kfz <= 3,5t hzG;23249.678
2017;08;550;Kfz;38097.0
2017;08;550;Kfz > 3,5t hzG;3639.1936
2017;08;550;Kfz <= 3,5t hzG;34459.16
2017;08;710;Kfz;43763.0
2017;08;710;Kfz > 3,5t hzG;3680.0645
2017;08;710;Kfz <= 3,5t hzG;40083.355
2017;08;559;Kfz;70964.0
2017;08;559;Kfz > 3,5t hzG;5085.2583
2017;08;559;Kfz <= 3,5t hzG;65879.06
2017;08;697;Kfz;61664.0
2017;08;697;Kfz > 3,5t hzG;3821.3225
2017;08;697;Kfz <= 3,5t hzG;57843.805
2017;08;714;Kfz;56011.0
2017;08;714;Kfz > 3,5t hzG;3024.3547
2017;08;714;Kfz <= 3,5t hzG;52987.484
2017;08;572;Kfz;58656.0
2017;08;572;Kfz > 3,5t hzG;3352.6775
2017;08;572;Kfz <= 3,5t hzG;55303.773
2017;08;578;Kfz;41056.0
2017;08;578;Kfz > 3,5t hzG;2703.2258
2017;08;578;Kfz <= 3,5t hzG;38353.418
2017;08;703;Kfz;51173.0
2017;08;703;Kfz > 3,5t hzG;3234.9678
2017;08;703;Kfz <= 3,5t hzG;47939.355
2017;08;584;Kfz;46245.0
2017;08;584;Kfz > 3,5t hzG;2709.516
2017;08;584;Kfz <= 3,5t hzG;43536.645
2017;08;560;Kfz;31805.0
2017;08;560;Kfz > 3,5t hzG;2372.4194
2017;08;560;Kfz <= 3,5t hzG;29433.258
2017;08;566;Kfz;30479.0
2017;08;566;Kfz > 3,5t hzG;1764.9032
2017;08;566;Kfz <= 3,5t hzG;28715.291
2017;08;596;Kfz;32860.0
2017;08;596;Kfz > 3,5t hzG;1633.0968
2017;08;596;Kfz <= 3,5t hzG;31227.773
2017;08;602;Kfz;29533.0
2017;08;602;Kfz > 3,5t hzG;1482.6451
2017;08;602;Kfz <= 3,5t hzG;28051.033
2017;08;709;Kfz;27430.0
2017;08;709;Kfz > 3,5t hzG;1334.6774
2017;08;709;Kfz <= 3,5t hzG;26096.549
2017;08;763;Kfz;63831.0
2017;08;763;Kfz > 3,5t hzG;8490.322
2017;08;763;Kfz <= 3,5t hzG;55341.805
2017;08;720;Kfz;59839.0
2017;08;720;Kfz <= 3,5t hzG;51407.324
2017;08;411;Kfz;59195.0
2017;08;411;Kfz > 3,5t hzG;8279.936
2017;08;411;Kfz <= 3,5t hzG;50916.258
2017;08;417;Kfz;60531.0
2017;08;417;Kfz > 3,5t hzG;8381.936
2017;08;417;Kfz <= 3,5t hzG;52149.516
2017;08;726;Kfz;98351.0
2017;08;726;Kfz > 3,5t hzG;10026.387
2017;08;726;Kfz <= 3,5t hzG;88325.97
2017;08;734;Kfz;99258.0
2017;08;734;Kfz > 3,5t hzG;4570.613
2017;08;734;Kfz <= 3,5t hzG;94688.29
2017;08;907;Kfz;99429.0
2017;08;907;Kfz > 3,5t hzG;4636.871
2017;08;907;Kfz <= 3,5t hzG;94793.0
2017;08;775;Kfz;94730.0
2017;08;775;Kfz > 3,5t hzG;4719.161
2017;08;775;Kfz <= 3,5t hzG;90012.45
2017;08;742;Kfz;86910.0
2017;08;742;Kfz > 3,5t hzG;4354.9355
2017;08;742;Kfz <= 3,5t hzG;82556.06
2017;08;421;Kfz;73149.0
2017;08;421;Kfz > 3,5t hzG;3840.4194
2017;08;421;Kfz <= 3,5t hzG;69309.58
2017;08;785;Kfz;66341.0
2017;08;785;Kfz > 3,5t hzG;3779.1936
2017;08;785;Kfz <= 3,5t hzG;62563.355
2017;08;39;Kfz;66059.0
2017;08;39;Kfz > 3,5t hzG;4275.968
2017;08;39;Kfz <= 3,5t hzG;61783.805
2017;08;793;Kfz;63434.0
2017;08;793;Kfz > 3,5t hzG;4114.6772
2017;08;793;Kfz <= 3,5t hzG;59320.387
2017;08;798;Kfz;60818.0
2017;08;798;Kfz > 3,5t hzG;4148.387
2017;08;798;Kfz <= 3,5t hzG;56670.547
2017;08;1074;Kfz > 3,5t hzG;1996.3871
2017;08;920;Kfz;61170.0
2017;08;920;Kfz > 3,5t hzG;2154.0967
2017;08;920;Kfz <= 3,5t hzG;59016.547
2017;08;708;Kfz;121256.0
2017;08;708;Kfz > 3,5t hzG;7156.387
2017;08;708;Kfz <= 3,5t hzG;114100.35
2017;08;750;Kfz;132634.0
2017;08;750;Kfz > 3,5t hzG;7867.613
2017;08;750;Kfz <= 3,5t hzG;124766.68
2017;08;928;Kfz;170558.0
2017;08;928;Kfz > 3,5t hzG;9001.968
2017;08;928;Kfz <= 3,5t hzG;161557.45
2017;08;627;Kfz;160894.0
2017;08;627;Kfz > 3,5t hzG;8999.6455
2017;08;627;Kfz <= 3,5t hzG;151894.58
2017;08;1076;Kfz > 3,5t hzG;10119.839
2017;08;940;Kfz > 3,5t hzG;10077.936
2017;08;949;Kfz > 3,5t hzG;3842.2258
2017;08;772;Kfz;58530.0
2017;08;772;Kfz > 3,5t hzG;8764.936
2017;08;772;Kfz <= 3,5t hzG;49765.87
2017;08;231;Kfz;65716.0
2017;08;231;Kfz > 3,5t hzG;10169.387
2017;08;231;Kfz <= 3,5t hzG;55547.676
2017;08;778;Kfz;64023.0
2017;08;778;Kfz > 3,5t hzG;10058.839
2017;08;778;Kfz <= 3,5t hzG;53965.324
2017;08;243;Kfz;65695.0
2017;08;243;Kfz > 3,5t hzG;9836.0
2017;08;243;Kfz <= 3,5t hzG;55859.645
2017;08;392;Kfz;86875.0
2017;08;392;Kfz > 3,5t hzG;10616.807
2017;08;392;Kfz <= 3,5t hzG;76259.65
2017;08;311;Kfz;88870.0
2017;08;311;Kfz > 3,5t hzG;10657.517
2017;08;311;Kfz <= 3,5t hzG;78213.39
2017;08;320;Kfz;86816.0
2017;08;320;Kfz > 3,5t hzG;10282.807
2017;08;320;Kfz <= 3,5t hzG;76533.71
2017;08;329;Kfz;84506.0
2017;08;329;Kfz > 3,5t hzG;9552.483
2017;08;329;Kfz <= 3,5t hzG;74954.03
2017;08;335;Kfz;83085.0
2017;08;335;Kfz > 3,5t hzG;9281.419
2017;08;335;Kfz <= 3,5t hzG;73804.23
2017;08;344;Kfz;78509.0
2017;08;344;Kfz > 3,5t hzG;9011.161
2017;08;344;Kfz <= 3,5t hzG;69499.09
2017;08;711;Kfz;34609.613
2017;08;711;Kfz > 3,5t hzG;3409.0
2017;08;711;Kfz <= 3,5t hzG;31200.613
2017;08;800;Kfz;20513.193
2017;08;800;Kfz > 3,5t hzG;1500.6129
2017;08;800;Kfz <= 3,5t hzG;19012.58
2017;08;960;Kfz;24263.516
2017;08;960;Kfz > 3,5t hzG;1887.0
2017;08;960;Kfz <= 3,5t hzG;22376.516
2017;08;620;Kfz;44396.87
2017;08;620;Kfz > 3,5t hzG;4055.1614
2017;08;620;Kfz <= 3,5t hzG;40341.71
2017;08;2245;Kfz;16582.0
2017;08;2245;Kfz > 3,5t hzG;1186.3549
2017;08;2245;Kfz <= 3,5t hzG;15396.419
2017;08;538;Kfz;22129.0
2017;08;538;Kfz > 3,5t hzG;857.3226
2017;08;538;Kfz <= 3,5t hzG;21272.387
2017;08;89;Kfz;22059.0
2017;08;89;Kfz > 3,5t hzG;1052.9354
2017;08;89;Kfz <= 3,5t hzG;21007.613
2017;08;544;Kfz;25670.0
2017;08;544;Kfz > 3,5t hzG;1353.9678
2017;08;544;Kfz <= 3,5t hzG;24317.162
2017;08;461;Kfz;34893.0
2017;08;461;Kfz > 3,5t hzG;2626.7097
2017;08;461;Kfz <= 3,5t hzG;32267.58
2017;08;554;Kfz;26144.0
2017;08;554;Kfz > 3,5t hzG;2153.9355
2017;08;554;Kfz <= 3,5t hzG;23990.709
2017;08;469;Kfz;28495.0
2017;08;469;Kfz > 3,5t hzG;1804.7742
2017;08;469;Kfz <= 3,5t hzG;26690.871
2017;08;941;Kfz;24222.0
2017;08;941;Kfz > 3,5t hzG;1585.7742
2017;08;941;Kfz <= 3,5t hzG;22637.645
2017;08;43;Kfz;18578.0
2017;08;43;Kfz > 3,5t hzG;1418.6451
2017;08;43;Kfz <= 3,5t hzG;17160.838
2017;08;478;Kfz;20798.0
2017;08;478;Kfz > 3,5t hzG;1560.2903
2017;08;478;Kfz <= 3,5t hzG;19237.936
2017;08;484;Kfz;26452.0
2017;08;484;Kfz > 3,5t hzG;1866.6129
2017;08;484;Kfz <= 3,5t hzG;24585.678
2017;08;490;Kfz;27134.0
2017;08;490;Kfz > 3,5t hzG;1996.742
2017;08;490;Kfz <= 3,5t hzG;25139.033
2017;08;380;Kfz;24692.0
2017;08;380;Kfz > 3,5t hzG;2045.1613
2017;08;380;Kfz <= 3,5t hzG;22647.773
2017;08;784;Kfz;18973.0
2017;08;784;Kfz > 3,5t hzG;1714.3871
2017;08;784;Kfz <= 3,5t hzG;17259.516
2017;08;8156;Kfz > 3,5t hzG;1200.258
2017;08;680;Kfz;16368.0
2017;08;680;Kfz > 3,5t hzG;1014.0
2017;08;680;Kfz <= 3,5t hzG;15354.839
2017;08;686;Kfz;13304.0
2017;08;686;Kfz > 3,5t hzG;741.0968
2017;08;686;Kfz <= 3,5t hzG;12563.161
2017;08;691;Kfz;12496.0
2017;08;691;Kfz > 3,5t hzG;763.2258
2017;08;691;Kfz <= 3,5t hzG;11733.549
2017;08;9990;Kfz > 3,5t hzG;763.871
2017;08;715;Kfz;12793.0
2017;08;715;Kfz > 3,5t hzG;685.4194
2017;08;715;Kfz <= 3,5t hzG;12107.807
2017;08;719;Kfz;14152.0
2017;08;719;Kfz > 3,5t hzG;799.4516
2017;08;719;Kfz <= 3,5t hzG;13353.258
2017;08;92;Kfz;22512.0
2017;08;92;Kfz > 3,5t hzG;798.64514
2017;08;92;Kfz <= 3,5t hzG;21714.387
2017;08;532;Kfz > 3,5t hzG;1271.1613
2017;08;3094;Kfz;15932.0
2017;08;3094;Kfz > 3,5t hzG;1109.3549
2017;08;3094;Kfz <= 3,5t hzG;14823.871
2017;08;485;Kfz;15128.0
2017;08;485;Kfz > 3,5t hzG;1064.5807
2017;08;485;Kfz <= 3,5t hzG;14064.0
2017;08;98;Kfz;11979.0
2017;08;98;Kfz > 3,5t hzG;953.9032
2017;08;98;Kfz <= 3,5t hzG;11025.678
2017;08;520;Kfz > 3,5t hzG;1349.129
2017;08;104;Kfz;10151.0
2017;08;104;Kfz > 3,5t hzG;625.5484
2017;08;104;Kfz <= 3,5t hzG;9526.71
2017;08;52;Kfz;33546.0
2017;08;52;Kfz > 3,5t hzG;3197.0645
2017;08;52;Kfz <= 3,5t hzG;30350.484
2017;08;434;Kfz;33849.0
2017;08;434;Kfz > 3,5t hzG;3113.6453
2017;08;434;Kfz <= 3,5t hzG;30736.484
2017;08;441;Kfz;33074.0
2017;08;441;Kfz > 3,5t hzG;2826.1614
2017;08;441;Kfz <= 3,5t hzG;30249.709
2017;08;659;Kfz;19440.0
2017;08;659;Kfz > 3,5t hzG;1813.4193
2017;08;659;Kfz <= 3,5t hzG;17628.033
2017;08;453;Kfz;19932.0
2017;08;453;Kfz > 3,5t hzG;1478.4517
2017;08;453;Kfz <= 3,5t hzG;18454.967
2017;08;502;Kfz;17470.0
2017;08;502;Kfz > 3,5t hzG;965.9677
2017;08;502;Kfz <= 3,5t hzG;16505.291
2017;08;364;Kfz;20984.0
2017;08;364;Kfz > 3,5t hzG;1498.1936
2017;08;364;Kfz <= 3,5t hzG;19487.451
2017;08;368;Kfz;20888.0
2017;08;368;Kfz > 3,5t hzG;1615.6774
2017;08;368;Kfz <= 3,5t hzG;19273.193
2017;08;508;Kfz;24372.0
2017;08;508;Kfz > 3,5t hzG;1961.6451
2017;08;508;Kfz <= 3,5t hzG;22411.549
2017;08;514;Kfz;22498.0
2017;08;514;Kfz > 3,5t hzG;1871.8387
2017;08;514;Kfz <= 3,5t hzG;20626.807
2017;08;520;Kfz;21064.0
2017;08;520;Kfz <= 3,5t hzG;19715.902
2017;09;955;Kfz;28299.0
2017;09;955;Kfz > 3,5t hzG;657.3333
2017;09;955;Kfz <= 3,5t hzG;27643.367
2017;09;751;Kfz;27748.0
2017;09;751;Kfz > 3,5t hzG;748.26666
2017;09;751;Kfz <= 3,5t hzG;27000.8
2017;09;385;Kfz;78183.0
2017;09;385;Kfz > 3,5t hzG;9996.533
2017;09;385;Kfz <= 3,5t hzG;68187.234
2017;09;754;Kfz;77892.0
2017;09;754;Kfz > 3,5t hzG;9790.9
2017;09;754;Kfz <= 3,5t hzG;68102.164
2017;09;403;Kfz > 3,5t hzG;10025.333
2017;09;977;Kfz <= 3,5t hzG;57316.465
2017;09;409;Kfz;77123.0
2017;09;409;Kfz > 3,5t hzG;10067.2
2017;09;409;Kfz <= 3,5t hzG;67056.7
2017;09;415;Kfz;81427.0
2017;09;415;Kfz > 3,5t hzG;11835.9
2017;09;415;Kfz <= 3,5t hzG;69591.43
2017;09;423;Kfz;73939.0
2017;09;423;Kfz > 3,5t hzG;11136.267
2017;09;423;Kfz <= 3,5t hzG;62803.9
2017;09;961;Kfz;73089.0
2017;09;961;Kfz > 3,5t hzG;11100.866
2017;09;961;Kfz <= 3,5t hzG;61989.066
2017;09;431;Kfz;68982.0
2017;09;431;Kfz > 3,5t hzG;10814.134
2017;09;431;Kfz <= 3,5t hzG;58169.332
2017;09;977;Kfz;68083.0
2017;09;977;Kfz > 3,5t hzG;10766.8
2017;09;983;Kfz;65658.0
2017;09;983;Kfz > 3,5t hzG;10579.9
2017;09;983;Kfz <= 3,5t hzG;55078.9
2017;09;439;Kfz;66457.0
2017;09;439;Kfz > 3,5t hzG;10645.833
2017;09;439;Kfz <= 3,5t hzG;55812.934
2017;09;991;Kfz;67676.0
2017;09;991;Kfz > 3,5t hzG;10885.934
2017;09;991;Kfz <= 3,5t hzG;56791.066
2017;09;999;Kfz;67772.0
2017;09;999;Kfz > 3,5t hzG;10934.267
2017;09;999;Kfz <= 3,5t hzG;56838.2
2017;09;450;Kfz;70121.0
2017;09;450;Kfz > 3,5t hzG;10884.566
2017;09;450;Kfz <= 3,5t hzG;59236.465
2017;09;978;Kfz;75365.0
2017;09;978;Kfz > 3,5t hzG;10986.566
2017;09;978;Kfz <= 3,5t hzG;64379.734
2017;09;467;Kfz;95532.0
2017;09;467;Kfz > 3,5t hzG;13433.467
2017;09;467;Kfz <= 3,5t hzG;82099.234
2017;09;4122;Kfz;113916.0
2017;09;4122;Kfz > 3,5t hzG;15288.267
2017;09;4122;Kfz <= 3,5t hzG;98629.164
2017;09;110;Kfz;114788.0
2017;09;110;Kfz > 3,5t hzG;15214.134
2017;09;110;Kfz <= 3,5t hzG;99574.0
2017;09;483;Kfz;51962.0
2017;09;483;Kfz > 3,5t hzG;5480.7334
2017;09;483;Kfz <= 3,5t hzG;46482.168
2017;09;120;Kfz;59885.0
2017;09;120;Kfz > 3,5t hzG;6458.1333
2017;09;120;Kfz <= 3,5t hzG;53427.367
2017;09;128;Kfz;55367.0
2017;09;128;Kfz > 3,5t hzG;6062.1
2017;09;128;Kfz <= 3,5t hzG;49305.465
2017;09;253;Kfz;50203.0
2017;09;253;Kfz > 3,5t hzG;5363.967
2017;09;253;Kfz <= 3,5t hzG;44839.9
2017;09;259;Kfz;38978.0
2017;09;259;Kfz > 3,5t hzG;4667.1333
2017;09;259;Kfz <= 3,5t hzG;34311.0
2017;09;137;Kfz;40978.0
2017;09;137;Kfz > 3,5t hzG;4543.7666
2017;09;137;Kfz <= 3,5t hzG;36435.066
2017;09;144;Kfz;39075.0
2017;09;144;Kfz > 3,5t hzG;4320.8335
2017;09;144;Kfz <= 3,5t hzG;34755.1
2017;09;265;Kfz;44732.0
2017;09;265;Kfz > 3,5t hzG;4303.8335
2017;09;265;Kfz <= 3,5t hzG;40429.566
2017;09;272;Kfz;52640.0
2017;09;272;Kfz > 3,5t hzG;4645.067
2017;09;272;Kfz <= 3,5t hzG;47995.367
2017;09;492;Kfz;68586.0
2017;09;492;Kfz > 3,5t hzG;5985.2666
2017;09;492;Kfz <= 3,5t hzG;62602.1
2017;09;82;Kfz;83751.0
2017;09;82;Kfz > 3,5t hzG;7371.6665
2017;09;82;Kfz <= 3,5t hzG;76379.664
2017;09;286;Kfz;96864.0
2017;09;286;Kfz > 3,5t hzG;7887.2666
2017;09;286;Kfz <= 3,5t hzG;88978.47
2017;09;305;Kfz;85799.0
2017;09;305;Kfz > 3,5t hzG;6675.467
2017;09;305;Kfz <= 3,5t hzG;79124.6
2017;09;277;Kfz;77702.0
2017;09;277;Kfz > 3,5t hzG;7037.3335
2017;09;277;Kfz <= 3,5t hzG;70665.93
2017;09;5022;Kfz > 3,5t hzG;6331.533
2017;09;190;Kfz;164604.0
2017;09;190;Kfz > 3,5t hzG;8236.5
2017;09;190;Kfz <= 3,5t hzG;156368.9
2017;09;242;Kfz;171429.0
2017;09;242;Kfz > 3,5t hzG;13170.233
2017;09;242;Kfz <= 3,5t hzG;158259.73
2017;09;273;Kfz;155517.0
2017;09;273;Kfz > 3,5t hzG;10996.634
2017;09;273;Kfz <= 3,5t hzG;144521.36
2017;09;318;Kfz;113943.0
2017;09;318;Kfz > 3,5t hzG;8882.9
2017;09;318;Kfz <= 3,5t hzG;105061.1
2017;09;394;Kfz;101805.0
2017;09;394;Kfz > 3,5t hzG;7754.2666
2017;09;394;Kfz <= 3,5t hzG;94051.664
2017;09;543;Kfz;88533.0
2017;09;543;Kfz > 3,5t hzG;7584.9
2017;09;543;Kfz <= 3,5t hzG;80949.734
2017;09;505;Kfz;79299.0
2017;09;505;Kfz > 3,5t hzG;7115.3667
2017;09;505;Kfz <= 3,5t hzG;72184.4
2017;09;517;Kfz;68683.0
2017;09;517;Kfz > 3,5t hzG;6454.7334
2017;09;517;Kfz <= 3,5t hzG;62229.266
2017;09;11;Kfz;48488.0
2017;09;11;Kfz > 3,5t hzG;4620.1665
2017;09;11;Kfz <= 3,5t hzG;43869.2
2017;09;615;Kfz;42686.0
2017;09;615;Kfz > 3,5t hzG;4328.8667
2017;09;615;Kfz <= 3,5t hzG;38358.7
2017;09;633;Kfz;37901.0
2017;09;633;Kfz > 3,5t hzG;4098.6333
2017;09;633;Kfz <= 3,5t hzG;33803.734
2017;09;244;Kfz;35652.0
2017;09;244;Kfz > 3,5t hzG;4118.4
2017;09;244;Kfz <= 3,5t hzG;31535.367
2017;09;348;Kfz;39056.0
2017;09;348;Kfz > 3,5t hzG;4594.2666
2017;09;348;Kfz <= 3,5t hzG;34462.8
2017;09;354;Kfz;39284.0
2017;09;354;Kfz > 3,5t hzG;4660.433
2017;09;354;Kfz <= 3,5t hzG;34624.633
2017;09;361;Kfz;43457.0
2017;09;361;Kfz > 3,5t hzG;5010.8335
2017;09;361;Kfz <= 3,5t hzG;38447.566
2017;09;828;Kfz;45230.0
2017;09;828;Kfz > 3,5t hzG;5269.8667
2017;09;828;Kfz <= 3,5t hzG;39960.633
2017;09;373;Kfz;55761.0
2017;09;373;Kfz > 3,5t hzG;6243.933
2017;09;373;Kfz <= 3,5t hzG;49517.133
2017;09;858;Kfz;65118.0
2017;09;858;Kfz > 3,5t hzG;6688.8
2017;09;858;Kfz <= 3,5t hzG;58430.066
2017;09;480;Kfz > 3,5t hzG;7243.1
2017;09;877;Kfz > 3,5t hzG;6772.533
2017;09;886;Kfz;58761.0
2017;09;886;Kfz > 3,5t hzG;5215.6333
2017;09;886;Kfz <= 3,5t hzG;53546.0
2017;09;162;Kfz <= 3,5t hzG;49915.934
2017;09;387;Kfz;49161.0
2017;09;387;Kfz > 3,5t hzG;4586.3667
2017;09;387;Kfz <= 3,5t hzG;44575.2
2017;09;395;Kfz;20606.0
2017;09;395;Kfz > 3,5t hzG;2969.1667
2017;09;395;Kfz <= 3,5t hzG;17638.268
2017;09;530;Kfz;21048.0
2017;09;530;Kfz > 3,5t hzG;3058.3
2017;09;530;Kfz <= 3,5t hzG;17990.434
2017;09;534;Kfz;23389.0
2017;09;534;Kfz > 3,5t hzG;3201.6
2017;09;534;Kfz <= 3,5t hzG;20189.033
2017;09;542;Kfz;26267.0
2017;09;542;Kfz > 3,5t hzG;3648.9333
2017;09;542;Kfz <= 3,5t hzG;22619.533
2017;09;70;Kfz > 3,5t hzG;1981.1
2017;09;551;Kfz;27474.0
2017;09;551;Kfz > 3,5t hzG;3505.9333
2017;09;551;Kfz <= 3,5t hzG;23968.7
2017;09;558;Kfz;25627.0
2017;09;558;Kfz > 3,5t hzG;3214.7666
2017;09;558;Kfz <= 3,5t hzG;22413.268
2017;09;563;Kfz;30101.0
2017;09;563;Kfz > 3,5t hzG;3388.4666
2017;09;563;Kfz <= 3,5t hzG;26713.3
2017;09;212;Kfz;32204.0
2017;09;212;Kfz > 3,5t hzG;3652.4
2017;09;212;Kfz <= 3,5t hzG;28552.066
2017;09;569;Kfz;43114.0
2017;09;569;Kfz > 3,5t hzG;4212.9
2017;09;569;Kfz <= 3,5t hzG;38901.734
2017;09;576;Kfz;44282.0
2017;09;576;Kfz > 3,5t hzG;4247.2334
2017;09;576;Kfz <= 3,5t hzG;40036.066
2017;09;585;Kfz;43199.0
2017;09;585;Kfz > 3,5t hzG;4223.1
2017;09;585;Kfz <= 3,5t hzG;38976.832
2017;09;54;Kfz;39186.0
2017;09;54;Kfz > 3,5t hzG;4166.8667
2017;09;54;Kfz <= 3,5t hzG;35020.2
2017;09;591;Kfz;41771.0
2017;09;591;Kfz > 3,5t hzG;4201.2666
2017;09;591;Kfz <= 3,5t hzG;37571.0
2017;09;60;Kfz;36385.0
2017;09;60;Kfz > 3,5t hzG;3949.2
2017;09;60;Kfz <= 3,5t hzG;32436.4
2017;09;581;Kfz;38599.0
2017;09;581;Kfz > 3,5t hzG;4739.1333
2017;09;581;Kfz <= 3,5t hzG;33861.3
2017;09;588;Kfz;26837.0
2017;09;588;Kfz > 3,5t hzG;4166.467
2017;09;588;Kfz <= 3,5t hzG;22671.166
2017;09;595;Kfz;19400.0
2017;09;595;Kfz > 3,5t hzG;3846.9666
2017;09;595;Kfz <= 3,5t hzG;15553.967
2017;09;524;Kfz;41498.0
2017;09;524;Kfz > 3,5t hzG;1823.3334
2017;09;524;Kfz <= 3,5t hzG;39676.133
2017;09;55;Kfz;38576.0
2017;09;55;Kfz > 3,5t hzG;1850.0
2017;09;55;Kfz <= 3,5t hzG;36727.066
2017;09;526;Kfz;38626.0
2017;09;526;Kfz > 3,5t hzG;1830.7
